president,num_rel,num_abs,year,exec_order_signed_date,title
Franklin D. Roosevelt,3576,9392,1943,1943-10-28,Amendment of Executive Order 9334 Entitled War Food Administration
Franklin D. Roosevelt,3577,9393,1943,1943-11-01,Possession and Operation of Coal Mines
Franklin D. Roosevelt,3578,9394,1943,1943-11-04,Amending Subdivision VII of Schedule A of the Civil Service Rules
Franklin D. Roosevelt,3579,9395,1943,1943-11-08,Additional Compensation of Enlisted Personnel of the Marine Corps Regularly Detailed as Messmen
Franklin D. Roosevelt,3580,9395-,1943,1943-11-20,"Amending Executive Order No. 9017 of January 12, 1942, To Provide for Alternate Public Members of the National War Labor Board"
Franklin D. Roosevelt,3581,9395-,1943,1943-11-20,"Possession of Leather Manufacturing Plants Located in Salem, Peabody, and Danvers, Massachusetts"
Franklin D. Roosevelt,3582,9396,1943,1943-11-22,Authorizing the Secretary of War To Issue Citations in the Name of the President of the United States to Army Units for Outstanding Performance in Action
Franklin D. Roosevelt,3583,9397,1943,1943-11-22,Numbering System for Federal Accounts Relating to Individual Persons
Franklin D. Roosevelt,3584,9398,1943,1943-11-25,Extension of Trust Periods on Indian Lands Expiring During Calendar Year 1944
Franklin D. Roosevelt,3585,9399,1943,1943-11-25,"Authorizing the Secretary of the Navy To Take Possession of and Operate Part of the Plant and Facilities of Remington Rand, Inc., in the Town of Southport, County of Chemung, State of New York"
Franklin D. Roosevelt,3586,9400,1943,1943-12-03,"Authorizing the Secretary of the Navy To Take Possession of and Operate the Shipyard of the Los Angeles Shipbuilding and Drydock Corporation at Los Angeles, California"
Franklin D. Roosevelt,3587,9401,1943,1943-12-07,"Suspension of Eight-Hour Law as to Laborers and Mechanics Employed by the Department of Agriculture, Including the War Food Administration"
Franklin D. Roosevelt,3588,9402,1943,1943-12-07,"Designating Dr. R. R. Sayers, Director of the Bureau of Mines, To Act as Under Secretary, First Assistant Secretary, or Assistant Secretary of the Interior"
Franklin D. Roosevelt,3589,9403,1943,1943-12-13,"Relinquishing Possession of Leather Manufacturing Plants Located in Salem, Peabody, and Danvers, Massachusetts"
Franklin D. Roosevelt,3590,9404,1943,1943-12-17,Authorizing the Governor of the Panama Canal To Acquire and Dispose of Property
Franklin D. Roosevelt,3591,9405,1943,1943-12-17,Amending Subdivision IX of Schedule A of the Civil Service Rules
Franklin D. Roosevelt,3592,9406,1943,1943-12-17,Transfer of Functions With Respect to Necessity Certificates From the Secretary of War and the Secretary of the Navy to the Chairman of the War Production Board
Franklin D. Roosevelt,3593,9407,1943,1943-12-17,Amending the Foreign Service Regulations of the United States
Franklin D. Roosevelt,3594,9408,1943,1943-12-19,"Authorizing the Secretary of War To Take Possession of and Operate the Point Breeze Plants and Facilities of the Western Electric Company, Incorporated, in and Near the City of Baltimore, Maryland"
Franklin D. Roosevelt,3595,9409,1943,1943-12-23,Altering the Composition of the War Manpower Commission
Franklin D. Roosevelt,3596,9410,1943,1943-12-23,Delegation of Certain Functions of the President to the Director of Selective Service
Franklin D. Roosevelt,3597,9411,1943,1943-12-23,Prescribing Rates for Hospitalization and Medical Care of Dependents of Naval Personnel and Others
Franklin D. Roosevelt,3598,9412,1943,1943-12-27,Possession and Operation of Railroads
Franklin D. Roosevelt,3599,9413,1944,1944-01-04,Establishing a Special Emergency Board To Report on the Claims for Wage Adjustments of Non-Operating Railway Employees
Franklin D. Roosevelt,3600,9414,1944,1944-01-13,Regulations Relating to Annual and Sick Leave of Government Employees
Franklin D. Roosevelt,3601,9415,1944,1944-01-20,Transfer of Certain Personnel of the Coast and Geodetic Survey to the War Department
Franklin D. Roosevelt,3602,9416,1944,1944-01-21,"Authorizing the Secretary of the Navy To Take Possession of and Operate the Plants of the York Safe & Lock Company, York County, Pennsylvania"
Franklin D. Roosevelt,3603,9417,1944,1944-01-22,Establishing a War Refugee Board
Franklin D. Roosevelt,3604,9418,1944,1944-01-29,Authorizing the War Food Administration To Place Orders With Other Agencies for Materials or Services To Be Obtained by Contract or Otherwise
Franklin D. Roosevelt,3605,9419,1944,1944-02-04,Bronze Star Medal
Franklin D. Roosevelt,3606,9420,1944,1944-02-07,"Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of Arkwright Corp., Berkshire Fine Spinning Associates, Inc., Border City Manufacturing Co., Bourne Mills, Howard Arthur Mills, Richard Borden Manufacturing Co., and Sagamore Manufacturing Co., in and About Fall River, Massachusetts"
Franklin D. Roosevelt,3607,9421,1944,1944-02-08,Designating the Chairman of the Board of Governors of the Federal Reserve System
Franklin D. Roosevelt,3608,9422,1944,1944-02-09,Ratifying the Use by the Army Air Forces of Certain Optical Glass
Franklin D. Roosevelt,3609,9423,1944,1944-02-16,Transfer of the War Relocation Authority to the Department of the Interior
Franklin D. Roosevelt,3610,9424,1944,1944-02-18,Establishing in the United States Patent Office a Register of Government Interest in Patents and Applications for Patents
Franklin D. Roosevelt,3611,9425,1944,1944-02-19,Establishing the Surplus War Property Administration
Franklin D. Roosevelt,3612,9426,1944,1944-02-23,"Authorizing the Secretary of War To Take Possession of and Operate Plants, Facilities, Installations and Other Properties in California and Nevada of the Department of Water and Power, of the City of Los Angeles, California"
Franklin D. Roosevelt,3613,9427,1944,1944-02-24,Establishment of the Retraining and Reemployment Administration
Franklin D. Roosevelt,3614,9427-,1944,1944-03-01,Assignment of Frequencies to Government Radio Stations
Franklin D. Roosevelt,3615,9428,1944,1944-03-01,"Authorizing Certain Former Employees of the Federal Bureau of Investigation, Department of Justice, To Acquire a Competitive Classified Status"
Franklin D. Roosevelt,3616,9429,1944,1944-03-02,"Amending Executive Order 9406 of December 17, 1943"
Franklin D. Roosevelt,3617,9430,1944,1944-03-07,Inspection by the Office of Price Administration of Corporation Statistical Transcript Cards Prepared From Income and Declared Excess Profits Tax Returns
Franklin D. Roosevelt,3618,9431,1944,1944-03-20,Amending the Foreign Service Regulations of the United States
Franklin D. Roosevelt,3619,9432,1944,1944-03-28,Designation of Under Secretary and Assistant Secretaries of the Interior To Act as Secretary of the Interior
Franklin D. Roosevelt,3620,9433,1944,1944-04-06,Extending the Limits of Certain Customs Ports of Entry
Franklin D. Roosevelt,3621,9434,1944,1944-04-08,"Naval Radio Station, Summit, Canal Zone"
Franklin D. Roosevelt,3622,9435,1944,1944-04-13,"Authorizing the Secretary of the Navy To Take Possession of and To Operate the Plants and Facilities of Jenkins Brothers, Inc., at Bridgeport, Connecticut"
Franklin D. Roosevelt,3623,9436,1944,1944-04-13,"Authorizing the Secretary of War To Take Possession of and To Operate the Plants and Facilities of the Ken-Rad Tube and Lamp Corporation and Ken-Rad Transmitting Tube Corporation at Owensboro, Kentucky"
Franklin D. Roosevelt,3624,9437,1944,1944-04-18,"Revocation of Executive Order No. 9165, Providing for the Protection of Certain Facilities From Sabotage and Other Destructive Acts"
Franklin D. Roosevelt,3625,9438,1944,1944-04-25,"Authorizing the Secretary of Commerce To Take Possession of and To Operate the Plants and Facilities of Montgomery Ward and Company Located in Chicago, Illinois"
Franklin D. Roosevelt,3626,9439,1944,1944-05-04,Establishing a Uniform Monthly Rate of Pay for Student Nurses Transferred to Federal Hospitals
Franklin D. Roosevelt,3627,9440,1944,1944-05-09,Authorizing the Reconstruction Finance Corporation To Place Orders With Other Agencies for Materials or Services To Be Obtained by Contract or Otherwise
Franklin D. Roosevelt,3628,9441,1944,1944-05-11,Suspension of the Eight-Hour Law as to Laborers and Mechanics Employed by the Veterans' Administration on Public Work Within the United States
Franklin D. Roosevelt,3629,9442,1944,1944-05-15,"Waiving the Provisions of Executive Order of January 13, 1873, as to Eugene E. Dickerson, Postmaster at Warmsprings, Montana"
Franklin D. Roosevelt,3630,9443,1944,1944-05-20,"Authorizing the Secretary of War To Take Possession of and To Operate the Plants and Facilities of the Hummer Manufacturing Division of Montgomery Ward & Company, Incorporated, at Springfield, Illinois"
Franklin D. Roosevelt,3631,9444,1944,1944-05-25,"Inspection of Income, Excess-Profits, Declared Value Excess-Profits, and Capital Stock Tax Returns by the Special Committee on Un-American Activities"
Franklin D. Roosevelt,3632,9445,1944,1944-05-29,"Designation of the Honorable Harold Martin Travieso, Chief Justice of the Supreme Court of Puerto Rico, To Act as Acting Judge of the District Court of the United States for Puerto Rico in the Case of United States v. Julio Trinidad Geigel"
Franklin D. Roosevelt,3633,9446,1944,1944-06-08,Regulations Governing the Allowance of Travel Expenses of Claimants and Beneficiaries of the Veterans' Administration and of Their Attendants
Franklin D. Roosevelt,3634,9447,1944,1944-06-08,"Amendment of Executive Order 9356 of June 24, 1943, Prescribing Regulations Governing the Furnishing of Clothing in Kind or Payment of Cash Allowances in Lieu Thereof to Enlisted Personnel of the Navy, the Coast Guard, the Naval Reserve, and the Coast Guard Reserve"
Franklin D. Roosevelt,3635,9448,1944,1944-06-08,"Inspection of Income, Excess-Profits, and Capital Stock Tax Returns by the Select Committee To Investigate the Federal Communications Commission, House of Representatives"
Franklin D. Roosevelt,3636,9449,1944,1944-06-15,Amending Regulations Concerning Foreign Service Pay Adjustment
Franklin D. Roosevelt,3637,9450,1944,1944-06-20,Amending Foreign Service Regulations of the United States
Franklin D. Roosevelt,3638,9451,1944,1944-06-20,"Revoking Paragraph 2 of Executive Order 9243 of September 12, 1942, Entitled Providing for the Transfer and Release of Federal Personnel"
Franklin D. Roosevelt,3639,9451-,1944,1944-06-22,Confidential—Concerning Alloys
Franklin D. Roosevelt,3640,9452,1944,1944-06-26,Authorizing the Secretary of State To Prescribe Regulations Relating to the Foreign Service of the United States
Franklin D. Roosevelt,3641,9453,1944,1944-07-06,Participation by the United States in the Work of the United Nations Relief and Rehabilitation Administration
Franklin D. Roosevelt,3642,9454,1944,1944-07-10,Temporary Appointments as Officers in the Army of the United States of Members of the Army Nurse Corps and Female Dietetic and Physical-Therapy Personnel of the Medical Department of the Army
Franklin D. Roosevelt,3643,9455,1944,1944-07-11,"Inspection of Income, Excess-Profits, Declared Value Excess-Profits, and Capital Stock Tax Returns by the Select Committee To Investigate the Federal Communications Commission, House of Representatives"
Franklin D. Roosevelt,3644,9456,1944,1944-07-13,Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone
Franklin D. Roosevelt,3645,9457,1944,1944-07-19,Reinstating Philip W. Bonsal in the Foreign Service of the United States
Franklin D. Roosevelt,3646,9458,1944,1944-07-22,"Amending Paragraphs 6 and 7 of Executive Order No. 9195 of July 7, 1942, Prescribing Regulations Relating to Aerial Flights by Personnel of the Army, Navy, Marine Corps, Coast Guard, and National Guard"
Franklin D. Roosevelt,3647,9459,1944,1944-08-03,"Philadelphia Transportation Company, Possession and Control by the Secretary of War"
Franklin D. Roosevelt,3648,9460,1944,1944-08-07,"Regulations Relating to Glider Flights by Personnel of the Army, Navy, Marine Corps, and Coast Guard"
Franklin D. Roosevelt,3649,9461,1944,1944-08-07,Abolishing the Executive Committee on Commercial Policy
Franklin D. Roosevelt,3650,9461-,1944,1944-08-08,The Honorable A. Cecil Snyder Designated as Acting Judge of the District Court of the United States for Puerto Rico
Franklin D. Roosevelt,3651,9462,1944,1944-08-11,Possession and Operation of Certain Motor Carrier Transportation Systems
Franklin D. Roosevelt,3652,9463,1944,1944-08-12,"Authorizing the Secretary of the Navy To Take Possession of and Operate the Plants and Facilities of the Pacific Gear and Tool Works, the Federal Mogul Company, the Link-Blet Company (Pacific Division), the U.S. Pipe and Manufacturing Company, and the Enterprise Engine and Foundry Company, Located at San Francisco, California"
Franklin D. Roosevelt,3653,9464,1944,1944-08-12,"Transferring the Use, Possession, and Control of Certain Land in the Nantahala National Forest From the Department of Agriculture to the Tennessee Valley Authority"
Franklin D. Roosevelt,3654,9465,1944,1944-08-12,"Amendment of Executive Order 9356 of June 24, 1943, Prescribing Regulations Governing the Furnishing of Clothing in Kind or Payment of Cash Allowances in Lieu Thereof to Enlisted Personnel of the Navy, Coast Guard, Naval Reserve, and Coast Guard Reserve"
Franklin D. Roosevelt,3655,9466,1944,1944-08-19,Authorizing the Secretary of the Navy To Take Possession of and Operate the Plants and Facilities of Certain Machine Shop Companies
Franklin D. Roosevelt,3656,9467,1944,1944-08-19,"Amendment of Executive Order No. 1888 of February 2, 1914, as Amended, Relating to Conditions of Employment in the Service of the Panama Canal and the Panama Railroad Company on the Isthmus of Panama"
Franklin D. Roosevelt,3657,9468,1944,1944-08-22,Transfer of Certain Personnel Among the Coast and Geodetic Survey and the War and Navy Department
Franklin D. Roosevelt,3658,9469,1944,1944-08-23,"Authorizing the Secretary of the Interior To Take Possession of and Operate the Mines, Collieries, and Facilities of the Philadelphia and Reading Coal and Iron Company in the State of Pennsylvania"
Franklin D. Roosevelt,3659,9470,1944,1944-08-25,Establishing a Method of Determining the Amounts of Bonds of Collectors of Customs
Franklin D. Roosevelt,3660,9471,1944,1944-08-25,Disposition of the Functions and Termination of the Division of Central Administrative Services of the Office for Emergency Management
Franklin D. Roosevelt,3661,9472,1944,1944-08-29,Establishing Certain Awards for the Merchant Marine
Franklin D. Roosevelt,3662,9473,1944,1944-08-29,"Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the International Nickel Company, Inc., Located in and Around Huntington, West Virginia"
Franklin D. Roosevelt,3663,9474,1944,1944-08-31,"Authorizing the Secretary of the Interior To Take Possession of and Operate the Mines, Collieries, and Preparation Facilities of the Ford Collieries Company of Curtisville, Pennsylvania, and Rochester and Pittsburgh Coal Company of Indiana, Pennsylvania"
Franklin D. Roosevelt,3664,9475,1944,1944-09-01,Transferring the Functions and Responsibilities of the Rubber Director
Franklin D. Roosevelt,3665,9475-,1944,1944-09-02,"Authorizing the Secretary of War To Take Possession of and Operate Certain Plants and Facilities of the Hughes Tool Company Located at Houston, Texas"
Franklin D. Roosevelt,3666,9476,1944,1944-09-03,"Authorizing the Secretary of the Interior To Take Possession of and Operate the Mines, Collieries, and Preparation Facilities of Certain Coal Companies"
Franklin D. Roosevelt,3667,9477,1944,1944-09-05,"Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of Cleveland Graphite Company Located at Cleveland, Ohio"
Franklin D. Roosevelt,3668,9478,1944,1944-09-06,"Authorizing the Secretary of the Interior To Take Possession of and Operate Mines, Collieries, and Preparation Facilities of Certain Coal Companies"
Franklin D. Roosevelt,3669,9479,1944,1944-09-06,"Amending Executive Order No. 7021 of April 19, 1935, Authorizing the Governor of the Panama Canal To Arrange for the Operation by the Panama Railroad Company of Panama Canal Piers"
Franklin D. Roosevelt,3670,9480,1944,1944-09-09,"Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the Twentieth Century Brass Works, Inc., Located at Minneapolis, Minnesota"
Franklin D. Roosevelt,3671,9481,1944,1944-09-12,"Authorizing the Secretary of the Interior To Take Possession of and Operate Certain Mines, Collieries, and Preparation Facilities"
Franklin D. Roosevelt,3672,9482,1944,1944-09-14,"Authorizing the Secretary of the Interior To Take Possession of and Operate Certain Mines, Collieries, and Preparation Facilities"
Franklin D. Roosevelt,3673,9483,1944,1944-09-19,"Authorizing the Secretary of the Interior To Take Possession of and Operate Certain Mines, Collieries, and Preparation Facilities"
Franklin D. Roosevelt,3674,9484,1944,1944-09-23,"Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the Farrell Cheek Steel Company Located at Sandusky, Ohio"
Franklin D. Roosevelt,3675,9485,1944,1944-09-30,"Relinquishing Possession of the Plant and Facilities of the Remington Rand, Inc., in the Town of Southport, County of Chemung, State of New York"
Franklin D. Roosevelt,3676,9486,1944,1944-09-30,Transfer of Functions With Respect to Non-Necessity Certificates From the Secretary of War and the Secretary of the Navy to the Chairman of the War Production Board
Franklin D. Roosevelt,3677,9487,1944,1944-09-30,Regulations Governing the Issuance of Non-Necessity Certificates Under Section 124 (d) of the Internal Revenue Code
Franklin D. Roosevelt,3678,9488,1944,1944-10-03,"Transfer of the Records, Property, Funds and Personnel of the Office of War Mobilization and Its Constituent Agencies"
Franklin D. Roosevelt,3679,9489,1944,1944-10-18,"Authorizing and Directing the Secretary of War To designate a Military Commander for the Territory of Hawaii, and the Military Commander To Prescribe Said Territory, or Any Part Thereof, as a Military Area, and for Other Purposes"
Franklin D. Roosevelt,3680,9490,1944,1944-10-20,"Transfer of Functions of the Secretary of War and the Secretary of the Navy Under Section 124 of the Internal Revenue Code, to the Chairman of the War Production Board"
Franklin D. Roosevelt,3681,9491,1944,1944-10-21,Regulations Governing the Issuance of Payment Certificates Under Section 124 (h) of the Internal Revenue Code
Franklin D. Roosevelt,3682,9492,1944,1944-10-24,Regulations Governing Non-Military and Non-Naval Transportation on Army and Navy Air Transports
Franklin D. Roosevelt,3683,9493,1944,1944-10-24,"Authorizing and Directing the Secretary of the Navy To Take Possession of the Plants and Facilities of Lord Manufacturing Company, Located at Erie, Pennsylvania"
Franklin D. Roosevelt,3684,9494,1944,1944-10-30,Authorizing the Civil Service Commission To Confer a Classified Status Upon Certain Employees of the Department of Justice
Franklin D. Roosevelt,3685,9495,1944,1944-10-30,"Extension of the Provisions of Executive Order No. 9177 of May 30, 1942, to the United States Maritime Commission and the Administrator of the War Shipping Administration"
Franklin D. Roosevelt,3686,9496,1944,1944-11-03,"Authorizing the Secretary of War To Take Possession of and Operate Plants and Facilities of Certain Companies Located in or Near Toledo, Ohio"
Franklin D. Roosevelt,3687,9497,1944,1944-11-06,"Amendment of Executive Order No. 9039 Authorizing Sick and Rest Leave for Alien Employees of the Panama Canal and the Panama Canal Company, and Correction of Section 4 of Executive Order No. 9467 Relating to Conditions of Employment in the Service of the Panama Canal and Panama Railroad Company"
Franklin D. Roosevelt,3688,9498,1944,1944-11-11,"Amending Executive Order 9079 of February 26, 1942, Making Certain Public Health Service Hospitals Available for the Care and Treatment of Insane Persons"
Franklin D. Roosevelt,3689,9499,1944,1944-11-11,"Inspection of Income, Excess-Profits, Declared Value Excess-Profits, and Capital Stock Tax Returns by the Department of Commerce"
Franklin D. Roosevelt,3690,9500,1944,1944-11-14,Extension of Trust Periods on Indian Lands Expiring During Calendar Year 1945
Franklin D. Roosevelt,3691,9501,1944,1944-11-21,Regulations Governing the Recall to Active Duty of Retired Commissioned Officers of the Public Health Service
Franklin D. Roosevelt,3692,9502,1944,1944-11-24,Establishing Special Temporary Positions in the Public Health Service
Franklin D. Roosevelt,3693,9503,1944,1944-11-27,"Appointment of Disabled Veterans Completing Courses of Instruction Prescribed Pursuant to the Act of March 24, 1943"
Franklin D. Roosevelt,3694,9504,1944,1944-11-27,"Revoking the Designation of Dunkirk, New York, as a Customs Port of Entry"
Franklin D. Roosevelt,3695,9505,1944,1944-12-06,"Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the Cudahy Brothers Company of Cudahay, Wisconsin"
Franklin D. Roosevelt,3696,9506,1944,1944-12-12,Modifying the Conditions Upon Which a Classified Status May be Granted
Franklin D. Roosevelt,3697,9507,1944,1944-12-20,Amending the Foreign Service Regulations of the United States
Franklin D. Roosevelt,3698,9508,1944,1944-12-27,"Authorizing the Secretary of War To Take Possession of and To Operate Certain Facilities of Montgomery Ward & Co., Incorporated"
Franklin D. Roosevelt,3699,9509,1945,1945-01-08,"Regulations With Respect to Uniforms of Commissioned Officers of the Public Health Service, and Governing the Wearing of Such Uniforms"
Franklin D. Roosevelt,3700,9510,1945,1945-01-08,Transfer of Certain Personnel From the Coast and Geodetic Survey to the War Department
Franklin D. Roosevelt,3701,9511,1945,1945-01-12,"Authorizing the Secretary of War To Take Possession of and Operate the Properties of the Cleveland Electric Illuminating Company Located in and Around Cleveland, Ohio"
Franklin D. Roosevelt,3702,9512,1945,1945-01-12,"Providing for Coordination of the Allocations of Field Positions Subject to the Classification Act of 1923, as Amended"
Franklin D. Roosevelt,3703,9513,1945,1945-01-17,"Extending the Periods of Service or Training and Service of Persons Inducted Into or Assigned to the Navy, Marine Corps, or Coast Guard"
Franklin D. Roosevelt,3704,9514,1945,1945-01-18,Amending Executive Order 9452 Authorizing the Secretary of State To Prescribe Regulations and Issue Orders and Instructions Relating to the Foreign Service of the United States
Franklin D. Roosevelt,3705,9515,1945,1945-01-18,"Amendment of Rule 54 of Executive Order No. 4314 of September 25, 1925, Establishing Rules Governing Navigation of the Panama Canal"
Franklin D. Roosevelt,3706,9516,1945,1945-01-24,Possession and Operation of the Transportation System of the Bingham and Garfield Railway Company
Franklin D. Roosevelt,3707,9517,1945,1945-01-31,Returning Certain Land to the Jurisdiction of the Territory of Hawaii
Franklin D. Roosevelt,3708,9518,1945,1945-01-31,Designating the Honorable A.R. de Jesus as Acting Judge of the District Court of the United States for Puerto Rico
Franklin D. Roosevelt,3709,9519,1945,1945-01-31,"Extension of the Provisions of Executive Order No. 9001 of December 27, 1941, to the Office of War Mobilization and Reconversion, the Office of Contract Settlement, the Surplus Property Board, and the Retraining and Reemployment Administration"
Franklin D. Roosevelt,3710,9520,1945,1945-01-31,Designating the Vice Chairman of the Board of Governors of the Federal Reserve System
Franklin D. Roosevelt,3711,9521,1945,1945-02-13,Revocation of Certain Executive Orders Prescribing Regulations Relating to the Duties of Officers and Employees of the Foreign Service of the United States
Franklin D. Roosevelt,3712,9522,1945,1945-02-13,"Transferring the Tomah Radio School Property at Tomah, Wisconsin, to the Control and Jurisdiction of the Veterans' Administration"
Franklin D. Roosevelt,3713,9523,1945,1945-02-18,"Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the American Enka Corporation, Located at or Near Enka, North Carolina"
Franklin D. Roosevelt,3714,9524,1945,1945-02-18,"Amending Executive Order No. 9195 of July 7, 1942, Prescribing Regulations Relating to Aerial Flights by Personnel of the Army, Navy, Marine Corps, Coast Guard, and National Guard"
Franklin D. Roosevelt,3715,9525,1945,1945-02-28,"Amendment of Executive Order 9356 of June 24, 1943, Prescribing Regulations Governing the Furnishing of Clothing in Kind or Payment of Cash Allowances in Lieu Thereof to Enlisted Personnel of the Navy, the Coast Guard, the Naval Reserve, and the Coast Guard Reserve"
Franklin D. Roosevelt,3716,9526,1945,1945-02-28,Amending Certain Executive and Public Land Orders Withdrawing Public Lands for Purposes Incident to the National Emergency and Prosecution of the War
Franklin D. Roosevelt,3717,9527,1945,1945-02-28,"Relinquishing Possession of the Plants of the York Safe and Lock Company, York County, Pennsylvania"
Franklin D. Roosevelt,3718,9528,1945,1945-03-02,Amending Executive Order No. 9096 To Provide a Change in the Order of Succession of Officers To Act as Secretary of the Navy
Franklin D. Roosevelt,3719,9529,1945,1945-03-03,Reinstating Paul H. Alling in the Foreign Service of the United States
Franklin D. Roosevelt,3720,9530,1945,1945-03-14,Exemption of Harry F. Hawley From Compulsory Retirement for Age
Franklin D. Roosevelt,3721,9531,1945,1945-03-15,Making Certain Changes in the Customs Field Organization
Franklin D. Roosevelt,3722,9532,1945,1945-03-23,Changing the Name of the Coordinator of Inter-American Affairs
Franklin D. Roosevelt,3723,9533,1945,1945-03-23,"Changing the Name of the Customs Port of Entry of Marshfield, Oregon, to Coos Bay, Oregon"
Franklin D. Roosevelt,3724,9534,1945,1945-04-03,Designating the Federal Loan Administrator and the War Food Administrator as Members of the Economic Stabilization Board
Franklin D. Roosevelt,3725,9535,1945,1945-04-04,Public Members of the National War Labor Board
Franklin D. Roosevelt,3726,9536,1945,1945-04-10,Authorizing the Secretary of the Interior To Take Possession of and Operate Certain Coal Mines
Franklin D. Roosevelt,3727,9537,1945,1945-04-11,"Amending Executive Order 8396 of April 18, 1940, Prescribing Chapter I of the Foreign Service Regulations of the United States"
Harry S. Truman,1,9538,1945,"April 13, 1945",Authorizing Certification for Probational Appointment of Persons Who Lost Opportunity for Probational Appointment Because of Entry Into the Armed Forces
Harry S. Truman,2,9539,1945,"April 13, 1945",Reinstating Avra M. Warren in the Foreign Service of the United States
Harry S. Truman,3,9540,1945,"April 17, 1945","Authorizing the Petroleum Administrator To Take Possession of and To Operate the Plants and Facilities of the Cities Service Refining Corporation, Located in and Around Lake Charles, Louisiana"
Harry S. Truman,4,9541,1945,"April 19, 1945",Transferring the Office of Surplus Property of the Procurement Division of the Department of the Treasury to the Department of Commerce
Harry S. Truman,5,9542,1945,"April 23, 1945","Authorizing the Secretary of the Navy To Take Possession of and To Operate the Plants and Facilities of the United Engineering Company, Ltd., Located at San Francisco, California"
Harry S. Truman,6,9543,1945,"April 23, 1945","Designating the Reconstruction Finance Corporation as the Agency To Act With Respect to Certain Bonds, Notes, and Other Securities Acquired on Behalf of the United States Under the Provisions of the Transportation Act, 1920"
Harry S. Truman,7,9544,1945,"April 25, 1945",Authorizing and Directing the Secretary of War To Assume Full Control of a Certain Airport
Harry S. Truman,8,9545,1945,"April 27, 1945",Restoring Certain Lands Comprising Part of the Aiea Military Reservation to the Use of the Territory of Hawaii
Harry S. Truman,9,9546,1945,"May 1, 1945",Inspection by the Federal Security Agency of Statistical Transcript Punch Cards Prepared From Individual Income Tax Returns
Harry S. Truman,10,9547,1945,"May 2, 1945",Providing for Representation of the United States in Preparing and Prosecuting Charges of Atrocities and War Crimes Against the Leaders of the European Axis Powers and Their Principal Agents and Accessories
Harry S. Truman,11,9548,1945,"May 3, 1945",Authorizing the Secretary of the Interior To Take Possession of and To Operate Certain Coal Mines
Harry S. Truman,12,9549,1945,"May 8, 1945",Designation of Mrs. Ruth W. Talley and Mrs. Alice B. Grove To Sign Land Patents
Harry S. Truman,13,9550,1945,"May 10, 1945",Regulations Relating to Aerial Flights by Personnel of the Coast and Geodetic Survey
Harry S. Truman,14,9551,1945,"May 16, 1945",Providing for the Transfer to the Republic of Panama of the Water and Sewerage Systems Installed by the United States in the Cities of Panama and Colon
Harry S. Truman,15,9552,1945,"May 19, 1945","Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the Cocker Machine and Foundry Company, Located at Gastonia, North Carolina"
Harry S. Truman,16,9553,1945,"May 22, 1945",Creating an Emergency Board To Investigate a Dispute Between the River Terminal Railway Company and Its Employees
Harry S. Truman,17,9554,1945,"May 23, 1945","Possession and Operation of Property of Motor Carriers in and About the City of Chicago, Illinois"
Harry S. Truman,18,9555,1945,"May 24, 1945",Creating an Emergency Board To Investigate a Dispute Between the Illinois Central Railroad and Its Employees
Harry S. Truman,19,9556,1945,"May 26, 1945","Providing for the Exercise of Certain Functions, Duties, and Powers of the President With Respect to Certain Court Martial Cases by the Secretary of War, the Under Secretary of War, the Secretary of the Navy and the Under Secretary of the Navy"
Harry S. Truman,20,9557,1945,"May 26, 1945","Amendment of Executive Order 9210 of August 1, 1942, Prescribing Regulations Governing the Payment of Additional Compensation to Enlisted Men of the Navy and Coast Guard Specially Qualified in the Use of Arms"
Harry S. Truman,21,9558,1945,"May 26, 1945",Reinstating Certain Foreign Service Officers
Harry S. Truman,22,9559,1945,"May 28, 1945","Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the Gaffney Manufacturing Company, Located at Gaffney, South Carolina"
Harry S. Truman,23,9560,1945,"June 1, 1945","Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the Mary-Leila Cotton Mills, Inc., Located at Greensboro, Georgia"
Harry S. Truman,24,9561,1945,"June 1, 1945","Amending Executive Order No. 9386 of October 15, 1943, Prescribing Regulations Governing the Granting of Allowances for Quarters and Subsistence To Enlisted Men"
Harry S. Truman,25,9562,1945,"June 4, 1945",Termination of the Office of Civilian Defense
Harry S. Truman,26,9563,1945,"June 4, 1945","Amendment of Rule 46 of Executive Order No. 4314 of September 25, 1925, Establishing Rules Governing Navigation of the Panama Canal and Adjacent Waters"
Harry S. Truman,27,9564,1945,"June 5, 1945","Authorizing the Petroleum Administrator To Take Possession of and Operate the Plants and Facilities of the Humble Oil and Refining Company Located in Ingleside, Texas"
Harry S. Truman,28,9565,1945,"June 5, 1945","Authorizing the Petroleum Administrator To Take Possession of and Operate the Plants and Facilities at Cabin Creek Oil Field of the Pure Oil Company, Located at Dawes, West Virginia"
