president,num_rel,num_abs,year,exec_order_signed_date,title,start_date,num,days_in_office
Franklin D. Roosevelt,2633,8455,1940,1940-06-26,Designating Additional Construction Agencies and Providing for the Planning and Programming of Construction Undertaken or Aided by the Federal Government,1933-03-04,32,2672
Franklin D. Roosevelt,2634,8456,1940,1940-06-27,Authorizing the Extension of Appointments of Certain Employees of the General Accounting Office,1933-03-04,32,2673
Franklin D. Roosevelt,2635,8457,1940,1940-06-27,Authorizing Certain Employees of the General Accounting Office to Acquire a Classified Civil-Service Status,1933-03-04,32,2673
Franklin D. Roosevelt,2636,8458,1940,1940-06-27,Directing the Civil Service Commission to Establish a Replacement List of Non-Civil Service Employees for Use for Temporary Appointments to National Defense Positions,1933-03-04,32,2673
Franklin D. Roosevelt,2637,8459,1940,1940-06-27,Withdrawal of Public Lands for the Use of the Department of Agriculture; New Mexico,1933-03-04,32,2673
Franklin D. Roosevelt,2638,8460,1940,1940-06-27,"Modifying Executive Order of February 7, 1913, Creating Power Site Reserve No. 339",1933-03-04,32,2673
Franklin D. Roosevelt,2639,8461,1940,1940-06-28,"Amendment of Executive Order No. 8099 of April 28, 1939, Relating to Administration of Benefits Provided by Act of Congress Approved April 3, 1939",1933-03-04,32,2674
Franklin D. Roosevelt,2640,8461-,1940,1940-06-28,Authorizing the Archivist of the United States to Make Certain Appointments to the Franklin D. Roosevelt Library without Regard to the Provisions of Civil-Service Law,1933-03-04,32,2674
Franklin D. Roosevelt,2641,8462,1940,1940-06-29,"Appointment of Wilford S. Alexander as District Supervisor, Alcohol Tax Unit, Bureau of Internal Revenue",1933-03-04,32,2675
Franklin D. Roosevelt,2642,8463,1940,1940-06-29,Appointment of Charles Leo Milroy and James E. Spratt to Classified Positions Federal Works Agency Without Regard to Civil Service Rules,1933-03-04,32,2675
Franklin D. Roosevelt,2643,8464,1940,1940-06-29,"Appointment of Mrs. Gertrude S. Cooper as Superintendent of Vanderbilt Mansion, National Park Service, Without Regard to Civil Service Rules",1933-03-04,32,2675
Franklin D. Roosevelt,2644,8465,1940,1940-06-29,Regulations Governing Certifications of the Secretary of War and the Secretary of the Navy With Respect to Special Additional Equipment and Facilities Required to Facilitate Construction of Naval Vessels and Army and Navy Aircraft,1933-03-04,32,2675
Franklin D. Roosevelt,2645,8466,1940,1940-07-01,"Appointment of Leland L. Tolman and H. Fred Martin, Jr., to Legal Positions in Administrative Office, U.S. Courts, Without Regard to Civil Service Rules",1933-03-04,32,2677
Franklin D. Roosevelt,2646,8467,1940,1940-07-01,"Amending Section 7 of Executive Order No. 7916 of June 24, 1938, Extending the Competitive Classified Civil Service",1933-03-04,32,2677
Franklin D. Roosevelt,2647,8468,1940,1940-07-01,Withdrawal of Public Lands for Classification and in Aid of Legislation; Louisiana,1933-03-04,32,2677
Franklin D. Roosevelt,2648,8469,1940,1940-07-03,"Appointment of John F. Harry as Regional Director, Social Security Board, Without Regard to Civil Service Rules",1933-03-04,32,2679
Franklin D. Roosevelt,2649,8470,1940,1940-07-08,"Accepting a Conveyance of Certain Lands on Government Island from the City of Alameda, California, and Placing Such Lands Under the Jurisdiction and Control of the Federal Works Agency",1933-03-04,32,2684
Franklin D. Roosevelt,2650,8471,1940,1940-07-08,Transfer of Jurisdiction Over Certain Lands from the Secretary of Agriculture to the Secretary of the Interior,1933-03-04,32,2684
Franklin D. Roosevelt,2651,8472,1940,1940-07-08,"Amendment of Executive Order No. 7975 of September 16, 1938, Transferring Jurisdiction Over Certain Lands from the Secretary of Agriculture to the Secretary of the Interior",1933-03-04,32,2684
Franklin D. Roosevelt,2652,8473,1940,1940-07-08,Transfer of Jurisdiction Over Certain Lands from the Secretary of Agriculture to the Secretary of the Interior,1933-03-04,32,2684
Franklin D. Roosevelt,2653,8474,1940,1940-07-09,Appointment of Newton B. Drury as Director of National Park Service Without Regard to Civil Service Rules,1933-03-04,32,2685
Franklin D. Roosevelt,2654,8475,1940,1940-07-10,"Partial Revocation of Executive Order No. 924 of August 8, 1908, Establishing the Klamath Lake Reservation; Oregon",1933-03-04,32,2686
Franklin D. Roosevelt,2655,8476,1940,1940-07-10,Waiver of Time Limitations in Civil Service Rule IX to Permit Reinstatement of Mrs. Martha Overstreet as Clerk in Post Office,1933-03-04,32,2686
Franklin D. Roosevelt,2656,8477,1940,1940-07-10,Exemption of Samuel Cohn from Compulsory Retirement for Age,1933-03-04,32,2686
Franklin D. Roosevelt,2657,8478,1940,1940-07-10,"Authorizing Certain Appointments to Positions in the Welfare Unit, Public Buildings Administration, Without Regard to Civil Service Rules",1933-03-04,32,2686
Franklin D. Roosevelt,2658,8479,1940,1940-07-11,Transferring Certain Lands from the Secretary of Agriculture to the Secretary of the Interior and Reserving Them as a Part of the Necedah National Wildlife Refuge,1933-03-04,32,2687
Franklin D. Roosevelt,2659,8480,1940,1940-07-12,Excluding Certain Land from the Chugach National Forest and Reserving it for Townsite Purposes; Alaska,1933-03-04,32,2688
Franklin D. Roosevelt,2660,8481,1940,1940-07-12,Exemption of Ernest G. Dodge from Compulsory Retirement for Age,1933-03-04,32,2688
Franklin D. Roosevelt,2661,8482,1940,1940-07-13,Appointment of Norman H. Stevens As a Rural Letter Carrier Without Regard to Civil Service Rules,1933-03-04,32,2689
Franklin D. Roosevelt,2662,8483,1940,1940-07-16,Exemption of Louis Loebl from Compulsory Retirement for Age,1933-03-04,32,2692
Franklin D. Roosevelt,2663,8484,1940,1940-07-15,"Amendment of Executive Order No. 8389 of April 10, 1940, as Amended",1933-03-04,32,2691
Franklin D. Roosevelt,2664,8485,1940,1940-07-16,Appointment of Peres D. Ziegler as a Rural Letter Carrier Without Regard to Civil Service Rules,1933-03-04,32,2692
Franklin D. Roosevelt,2665,8486,1940,1940-07-16,"Modification of Executive Order No. 7515 of December 16, 1936, Withdrawing Public Land for Use of the War Department; Arizona",1933-03-04,32,2692
Franklin D. Roosevelt,2666,8487,1940,1940-07-18,Designating the Vice Chairman of the Board of Governors of the Federal Reserve System,1933-03-04,32,2694
Franklin D. Roosevelt,2667,8488,1940,1940-07-18,Appointment of Walter Kuhn as Guard in Public Buildings Administration Without Regard to Civil Service Rules,1933-03-04,32,2694
Franklin D. Roosevelt,2668,8489,1940,1940-07-18,Exemption of William M. Smith from Compulsory Retirement for Age,1933-03-04,32,2694
Franklin D. Roosevelt,2669,8490,1940,1940-07-20,"Authorizing the Inspection by Certain Officials of the District of Columbia, Alaska, Hawaii, the Philippine Islands, and Puerto Rico of Certain Returns Made Under the Internal Revenue Code and of Income, Excess-Profits, and Capital Stock Tax Returns Filed Under the Revenue Act of 1938 or Prior Revenue Acts, Estate and Gift Tax Returns Filed After June 16, 1933, and Returns Under Title IX of the Social Security Act",1933-03-04,32,2696
Franklin D. Roosevelt,2670,8491,1940,1940-07-23,Exemption of William F. Yates from Compulsory Retirement for Age,1933-03-04,32,2699
Franklin D. Roosevelt,2671,8492,1940,1940-07-23,Withdrawal of Public Land for Fire Lookout Station; California,1933-03-04,32,2699
Franklin D. Roosevelt,2672,8493,1940,1940-07-25,"Amendment of Executive Order No. 8389 of April 10, 1940, as Amended",1933-03-04,32,2701
Franklin D. Roosevelt,2673,8494,1940,1940-07-25,"Authorizing the Civil Service Commission to Confer a Competitive Classified Civil Service Status on Five Employees in the Disbursing Office of the Division of Disbursement of the Treasury at Honolulu, Territory of Hawaii",1933-03-04,32,2701
Franklin D. Roosevelt,2674,8495,1940,1940-07-26,"Designation of Agencies for the Purpose of Carrying Out the Provisions of Section 40 of the Emergency Relief Appropriation Act, Fiscal Year 1941",1933-03-04,32,2702
Franklin D. Roosevelt,2675,8496,1940,1940-07-26,"Modifying Executive Order of March 28, 1924, Creating Reservoir Site Reserve No. 16",1933-03-04,32,2702
Franklin D. Roosevelt,2676,8497,1940,1940-07-26,Exemption of Maurice C. Latta from Compulsory Retirement for Age,1933-03-04,32,2702
Franklin D. Roosevelt,2677,8498,1940,1940-07-27,"Transferring to the Control and Jurisdiction of the Treasury Department the Remaining Part of the Site of the Naval Reservation on Ediz Hook, Port Angeles, Washington",1933-03-04,32,2703
Franklin D. Roosevelt,2678,8499,1940,1940-07-30,"Modifying Executive Order of September 5, 1914, Creating Power Site Reserve No. 454",1933-03-04,32,2706
Franklin D. Roosevelt,2679,8500,1940,1940-07-30,"Modifying Executive Order of December 12, 1917, Creating Power Site Reserve No. 661",1933-03-04,32,2706
Franklin D. Roosevelt,2680,8501,1940,1940-08-02,"Transferring the Fort Howard Military Reservation, Maryland, to the Control and Jurisdiction of the Veterans Administration",1933-03-04,32,2709
Franklin D. Roosevelt,2681,8502,1940,1940-08-03,Regulations Governing the Grades and Ratings of Enlisted Men of the Regular Army for the Fiscal Year 1941,1933-03-04,32,2710
Franklin D. Roosevelt,2682,8503,1940,1940-08-03,Exemption of Zebedee La Pelle from Compulsory Retirement for Age,1933-03-04,32,2710
Franklin D. Roosevelt,2683,8504,1940,1940-08-07,Exemption of James E. Amos from Compulsory Retirement for Age,1933-03-04,32,2714
Franklin D. Roosevelt,2684,8505,1940,1940-08-07,Excluding Certain Land from the Chugach National Forest and Withdrawing the Unreserved Portion for Townsite Purposes; Alaska,1933-03-04,32,2714
Franklin D. Roosevelt,2685,8506,1940,1940-08-08,Excluding Certain Tracts of Land from the Chugach and Tongass National Forests and Restoring Them to Entry; Alaska,1933-03-04,32,2715
Franklin D. Roosevelt,2686,8507,1940,1940-08-08,Withdrawal of Public Lands for the War Department; California,1933-03-04,32,2715
Franklin D. Roosevelt,2687,8508,1940,1940-08-08,Withdrawal of Public Land for the War Department; Florida,1933-03-04,32,2715
Franklin D. Roosevelt,2688,8509,1940,1940-08-08,Establishing the Missouri Wildlife Management Area; Missouri,1933-03-04,32,2715
Franklin D. Roosevelt,2689,8510,1940,1940-08-08,Establishing the Carolina Sandhills Wildlife Management Area; South Carolina,1933-03-04,32,2715
Franklin D. Roosevelt,2690,8511,1940,1940-08-09,"Transferring Jurisdiction and Control Over Certain Land on the Island of St. Croix, Virgin Islands, from the Department of the Interior to the War Department",1933-03-04,32,2716
Franklin D. Roosevelt,2691,8512,1940,1940-08-13,Regulations Pertaining to Budgetary Administration and Financial Reporting,1933-03-04,32,2720
Franklin D. Roosevelt,2692,8513,1940,1940-08-12,"Authorizing Appointments of Neal Smith, William T. Bie, Charles L. Milroy, William S. De Groff, and Cornelius Lynch to Positions in the Public Buildings Administration",1933-03-04,32,2719
Franklin D. Roosevelt,2693,8514,1940,1940-08-13,Authorizing the Civil Service Commission to Permit Transfers During Probation to Appropriate Positions Directly Concerned With the National Defense Program,1933-03-04,32,2720
Franklin D. Roosevelt,2694,8515,1940,1940-08-13,Setting Aside an Area Within the Canal Zone to Preserve and Conserve Its Natural Features for Scientific Observation and Investigation,1933-03-04,32,2720
Franklin D. Roosevelt,2695,8516,1940,1940-08-15,"Suspending and Making Inoperative the Executive Order No. 9 of January 17, 1873, as Amended, Insofar as the United States Civil Service Commission Shall, by Regulation, Authorize Appointments to Positions Directly Concerned with National Defense",1933-03-04,32,2722
Franklin D. Roosevelt,2696,8517,1940,1940-08-16,Changing the Name of the Delta Migratory Waterfowl Refuge to Delta National Wildlife Refuge and Adding Certain Lands; Louisiana,1933-03-04,32,2723
Franklin D. Roosevelt,2697,8518,1940,1940-08-16,"Modification of Executive Order No. 2123 of January 20, 1915, Reserving Certain Public Land as a Native Bird Refuge; Washington",1933-03-04,32,2723
Franklin D. Roosevelt,2698,8519,1940,1940-08-16,Certain Townsite Lots for the Use of the Forest Service; Wyoming,1933-03-04,32,2723
Franklin D. Roosevelt,2699,8520,1940,1940-08-20,Exemption of George F. McDade from Compulsory Retirement for Age,1933-03-04,32,2727
Franklin D. Roosevelt,2700,8521,1940,1940-08-20,"Partial Revocation of Executive Order No. 4203 of April 14, 1925; California",1933-03-04,32,2727
Franklin D. Roosevelt,2701,8522,1940,1940-08-22,Authorizing Appointment of Anna F. Smith to a Custodial Position in the Post Office Without Regard to Civil Service Rules,1933-03-04,32,2729
Franklin D. Roosevelt,2702,8523,1940,1940-08-22,Regulations Governing the Payment of Additional Compensation to Enlisted Men of the Coast Guard Specially Qualified in the Use of Arms,1933-03-04,32,2729
Franklin D. Roosevelt,2703,8524,1940,1940-08-26,Exemption of J. Brent Clarke from Compulsory Retirement for Age,1933-03-04,32,2733
Franklin D. Roosevelt,2704,8525,1940,1940-08-26,Exemption of Harry T. Edwards from Compulsory Retirement for Age,1933-03-04,32,2733
Franklin D. Roosevelt,2705,8526,1940,1940-08-26,Coordinating the Electrical Facilities of Grand Coulee Dam Project and Bonneville Project,1933-03-04,32,2733
Franklin D. Roosevelt,2706,8527,1940,1940-08-27,"Transferring from the War Department to the Treasury Department Certain Land Comprising a Part of Sand Island Military Reservation, Territory of Hawaii",1933-03-04,32,2734
Franklin D. Roosevelt,2707,8528,1940,1940-08-27,"Extending the Limits of the Customs Port of Entry of Kansas City, Missouri, in Customs Collection District Number 45 (St. Louis)",1933-03-04,32,2734
Franklin D. Roosevelt,2708,8529,1940,1940-08-27,"Revocation of Executive Order No. 4901 of June 4, 1928, Withdrawing Public Land for Classification and in Aid of Legislation; New Mexico",1933-03-04,32,2734
Franklin D. Roosevelt,2709,8530,1940,1940-08-31,Ordering Certain Units and Members of the National Guard of the United States Into the Active Military Service of the United States,1933-03-04,32,2738
Franklin D. Roosevelt,2710,8531,1940,1940-08-31,"Amending Executive Order No. 7908 of June 9, 1938, Transferring Certain Lands to the Secretary of Agriculture for Use, Administration, and Disposition Under Title III of the Bankhead-Jones Farm Tenant Act",1933-03-04,32,2738
Franklin D. Roosevelt,2711,8532,1940,1940-09-04,"Amending Paragraph 1 of Executive Order No. 8458 of June 27, 1940, Directing the Civil Service Commission to Establish a Replacement List of Non-Civil Service Employees for Use for Temporary Appointments to National-Defense Positions",1933-03-04,32,2742
Franklin D. Roosevelt,2712,8533,1940,1940-09-06,"Designating the Secretary of the Treasury to Act in Respect of Any Bonds, Notes, or Other Securities Acquired on Behalf of the United States Under the Provisions of the Transportation Act, 1920, as Amended",1933-03-04,32,2744
Franklin D. Roosevelt,2713,8534,1940,1940-09-06,Amending Schedules A and B of the Civil Service Rules,1933-03-04,32,2744
Franklin D. Roosevelt,2714,8535,1940,1940-09-06,Amending the Foreign Service Regulations of the United States,1933-03-04,32,2744
Franklin D. Roosevelt,2715,8536,1940,1940-09-06,Establishing San Clemente Island Naval Defensive Sea Area; California,1933-03-04,32,2744
Franklin D. Roosevelt,2716,8537,1940,1940-09-11,"Appointment of Certain Experts to Antitrust Division, Justice Department, Without Regard to Civil Service Rules",1933-03-04,32,2749
Franklin D. Roosevelt,2717,8538,1940,1940-09-12,Exemption of Z. Lewis Dalby from Compulsory Retirement for Age,1933-03-04,32,2750
Franklin D. Roosevelt,2718,8539,1940,1940-09-14,Exemption of Herbert A. Howell from Compulsory Retirement for Age,1933-03-04,32,2752
Franklin D. Roosevelt,2719,8540,1940,1940-09-14,"Revoking in Part Executive Order No. 8344 of February 10, 1940, and Reserving Public Land for Use as an Air Navigation Site; Alaska",1933-03-04,32,2752
Franklin D. Roosevelt,2720,8541,1940,1940-09-17,Designation of the Assistant Secretary of Commerce and the Solicitor of Commerce to Act as Secretary of Commerce,1933-03-04,32,2755
Franklin D. Roosevelt,2721,8542,1940,1940-09-18,Appointment of Harold Ambrose to a Classified Position in the Post Office Department Without Regard to Civil Service Rules,1933-03-04,32,2756
Franklin D. Roosevelt,2722,8543,1940,1940-09-18,Exemption of Samuel J. Gompers from Compulsory Retirement for Age,1933-03-04,32,2756
Franklin D. Roosevelt,2723,8544,1940,1940-09-19,Transfer of Lands from the Lolo National Forest to the Helena National Forest; Montana,1933-03-04,32,2757
Franklin D. Roosevelt,2724,8545,1940,1940-09-23,Selective Service Regulations,1933-03-04,32,2761
Franklin D. Roosevelt,2725,8546,1940,1940-09-24,Creating the Defense Communications Board and Defining Its Functions and Duties,1933-03-04,32,2762
Franklin D. Roosevelt,2726,8547,1940,1940-09-24,Amending the Foreign Service Regulations of the United States,1933-03-04,32,2762
Franklin D. Roosevelt,2727,8548,1940,1940-09-24,Establishing the North Carolina Wildlife Management Area; North Carolina,1933-03-04,32,2762
Franklin D. Roosevelt,2728,8549,1940,1940-09-24,Designating the Secretary of the Treasury to Accept on Behalf of the United States a Certain Tract of Land Authorized to be Conveyed to the United States by the Legislature of Puerto Rico,1933-03-04,32,2762
Franklin D. Roosevelt,2729,8550,1940,1940-09-24,"Modification of Executive Order No. 3271 of May 11, 1920, Withdrawing Public Lands; Utah",1933-03-04,32,2762
Franklin D. Roosevelt,2730,8551,1940,1940-09-25,Ordering Certain Units and Members of the National Guard of the United States Into the Active Military Service of the United States,1933-03-04,32,2763
Franklin D. Roosevelt,2731,8552,1940,1940-09-25,Exemption of George W. Stose from Compulsory Retirement for Age,1933-03-04,32,2763
Franklin D. Roosevelt,2732,8553,1940,1940-09-28,Designating Lieutenant Colonel Lewis B. Hershey to Perform Certain Duties Under the Selective Training and Service Act of 1940,1933-03-04,32,2766
Franklin D. Roosevelt,2733,8554,1940,1940-09-28,Exemption of William T. Andrews from Compulsory Retirement for Age,1933-03-04,32,2766
Franklin D. Roosevelt,2734,8555,1940,1940-09-28,Exemption of Samuel A. Cottrell from Compulsory Retirement for Age,1933-03-04,32,2766
Franklin D. Roosevelt,2735,8556,1940,1940-09-28,"Transferring the Use, Possession, and Control of Certain Lands to the Tennessee Valley Authority; Alabama",1933-03-04,32,2766
Franklin D. Roosevelt,2736,8557,1940,1940-09-30,Prescribing Regulations Governing the Payment of Expenses Incurred in Connection With the Death of Certain Civilian Officers and Employees of the United States,1933-03-04,32,2768
Franklin D. Roosevelt,2737,8558,1940,1940-10-01,"Transferring Certain Lands to the Secretary of Agriculture for Use, Administration, and Disposition Under Title III of the Bankhead-Jones Farm Tenant Act",1933-03-04,32,2769
Franklin D. Roosevelt,2738,8559,1940,1940-10-04,Designating Colonel Lewis B. Hershey to Perform Certain Duties Under the Selective Training and Service Act of 1940,1933-03-04,32,2772
Franklin D. Roosevelt,2739,8560,1940,1940-10-04,"Selective Service Regulations, Volume 3",1933-03-04,32,2772
Franklin D. Roosevelt,2740,8561,1940,1940-10-04,"Selective Service Regulations, Volume 5",1933-03-04,32,2772
Franklin D. Roosevelt,2741,8562,1940,1940-10-08,Exemption of James L. Hughes from Compulsory Retirement for Age,1933-03-04,32,2776
Franklin D. Roosevelt,2742,8563,1940,1940-10-08,"Amendment of Subdivision VII, Schedule A, Civil Service Rules",1933-03-04,32,2776
Franklin D. Roosevelt,2743,8564,1940,1940-10-08,"Amendment of Executive Order No. 8257 of September 21, 1939, Authorizing Excepted Appointments to Meet Public Exigency",1933-03-04,32,2776
Franklin D. Roosevelt,2744,8565,1940,1940-10-10,"Amendment of Executive Order No. 8389 of April 10, 1940, as Amended",1933-03-04,32,2778
Franklin D. Roosevelt,2745,8566,1940,1940-10-15,Amending the Foreign Service Regulations of the United States,1933-03-04,32,2783
Franklin D. Roosevelt,2746,8567,1940,1940-10-15,"Providing for the Administration of the Act Entitled ""An Act to Authorize the President to Requisition Certain Articles and Materials for the Use of the United States, and for Other Purposes""",1933-03-04,32,2783
Franklin D. Roosevelt,2747,8568,1940,1940-10-16,"Establishing the St. Lawrence Advisory Committee and Providing for a Preliminary Investigation of International Rapids Section, St. Lawrence River",1933-03-04,32,2784
Franklin D. Roosevelt,2748,8569,1940,1940-10-17,Designating the Director of Selective Service to Perform Certain Duties and Functions Under the Selective Training and Service Act of 1940,1933-03-04,32,2785
Franklin D. Roosevelt,2749,8570,1940,1940-10-18,"Selective Service Regulations, Volume 6",1933-03-04,32,2786
Franklin D. Roosevelt,2750,8571,1940,1940-10-19,Transfer of Control and Jurisdiction Over Certain Lands from the Secretary of Agriculture to the Secretary of the Interior; Oklahoma,1933-03-04,32,2787
Franklin D. Roosevelt,2751,8572,1940,1940-10-21,"Authorizing the Priorities Board and the Administration of Priorities to Perform Certain Functions Under Section 2 (a) of the Act of June 28, 1940",1933-03-04,32,2789
Franklin D. Roosevelt,2752,8573,1940,1940-10-21,Reserving Public Land for Town-Site Purposes; Alaska,1933-03-04,32,2789
Franklin D. Roosevelt,2753,8574,1940,1940-10-22,"Selective Service Regulations, Volume 4",1933-03-04,32,2790
Franklin D. Roosevelt,2754,8575,1940,1940-10-22,Establishing the Thief Valley National Wildlife Refuge; Oregon,1933-03-04,32,2790
Franklin D. Roosevelt,2755,8576,1940,1940-10-29,Labor Regulations,1933-03-04,32,2797
Franklin D. Roosevelt,2756,8577,1940,1940-10-29,Withdrawing Public Land for Use of the War Department; Alaska,1933-03-04,32,2797
Franklin D. Roosevelt,2757,8578,1940,1940-10-29,Withdrawal of Public Land for Use of the War Department as an Aerial Bombing and Gunnery Range; Nevada,1933-03-04,32,2797
Franklin D. Roosevelt,2758,8579,1940,1940-10-29,Withdrawal of Public Land for Use of the War Department as an Aerial Bombing and Gunnery Range; Utah,1933-03-04,32,2797
Franklin D. Roosevelt,2759,8580,1940,1940-10-29,Extension of Trust Periods on Indian Lands Expiring During Calendar Year 1941,1933-03-04,32,2797
Franklin D. Roosevelt,2760,8581,1940,1940-10-31,Exemption of Andrew McClellan from Compulsory Retirement for Age,1933-03-04,32,2799
Franklin D. Roosevelt,2761,8582,1940,1940-10-31,Exemption of Hervey G. Mooney from Compulsory Retirement for Age,1933-03-04,32,2799
Franklin D. Roosevelt,2762,8583,1940,1940-11-01,"Partial Revocation of Executive Order No. 5836 of July 12, 1932, Withdrawing Public Lands",1933-03-04,32,2800
Franklin D. Roosevelt,2763,8584,1940,1940-11-07,Exemption of Frank Burke from Compulsory Retirement for Age,1933-03-04,32,2806
Franklin D. Roosevelt,2764,8585,1940,1940-11-07,"Amending Paragraph 7, Subdivision I, Schedule A of the Civil Service Rules",1933-03-04,32,2806
Franklin D. Roosevelt,2765,8586,1940,1940-11-07,"Authorizing the Inspection by Receivers, and Trustees in Bankruptcy, and Their Duly Constituted Attorneys in Fact, of Certain Returns Made Under the Internal Revenue Code and of Income, Excess-Profits, and Capital Stock Tax Returns Filed Under the Revenue Act of 1938 or Prior Revenue Acts, Gift Tax Returns Filed After June 16, 1933, and Returns Under Title IX of the Social Security Act",1933-03-04,32,2806
Franklin D. Roosevelt,2766,8587,1940,1940-11-07,Amending Certain Provisions of the Civil Service Rules,1933-03-04,32,2806
Franklin D. Roosevelt,2767,8588,1940,1940-11-07,Prescribing Regulations Governing the Payment of Expenses of Transportation of Household Goods and Personal Effects of Certain Civilian Officers and Employees of the United States,1933-03-04,32,2806
Franklin D. Roosevelt,2768,8589,1940,1940-11-07,"Modifying Executive Order of October 27, 1914, Creating Power Site Reserve No. 461",1933-03-04,32,2806
Franklin D. Roosevelt,2769,8590,1940,1940-11-08,"Fixing the Number of Men to Be Inducted Into the Land Forces of the United States Prior to July 1, 1941, and Directing Their Selection and Induction",1933-03-04,32,2807
Franklin D. Roosevelt,2770,8591,1940,1940-11-08,Withdrawal of Public Land in Aid of Flood Control; Arkansas,1933-03-04,32,2807
Franklin D. Roosevelt,2771,8592,1940,1940-11-12,Changing the Name of the Lake Bowdoin Migratory Waterfowl Refuge to Bowdoin National Wildlife Refuge and Adding Certain Lands Thereto; Montana,1933-03-04,32,2811
Franklin D. Roosevelt,2772,8593,1940,1940-11-15,Prescribing Regulations Governing the Enforcement of the Neutrality of the United States,1933-03-04,32,2814
Franklin D. Roosevelt,2773,8594,1940,1940-11-16,Ordering Certain Units and Members of the National Guard of the United States Into the Active Military Service of the United States,1933-03-04,32,2815
Franklin D. Roosevelt,2774,8595,1940,1940-11-18,"Amendment of Executive Order No. 8502 of August 3, 1940, Prescribing Regulations Governing the Grades and Ratings of Enlisted Men of the Regular Army for the Fiscal Year 1941",1933-03-04,32,2817
Franklin D. Roosevelt,2775,8596,1940,1940-11-18,"Modifying Executive Order No. 3825 of April 14, 1923, and Setting Apart Certain Lands for Aviation Field Purposes; Alaska",1933-03-04,32,2817
Franklin D. Roosevelt,2776,8597,1940,1940-11-18,Establishing Sitka Naval Airspace Reservation and Kodiak Naval Airspace Reservation; Alaska,1933-03-04,32,2817
Franklin D. Roosevelt,2777,8598,1940,1940-11-18,Reserving Certain Public Lands as Administrative Sites for the Cabeza Prieta Game Range and the Kofa Game Range; Arizona,1933-03-04,32,2817
Franklin D. Roosevelt,2778,8599,1940,1940-11-18,"Transferring the Use, Possession, and Control of Certain Property to the Tennessee Valley Authority; Mississippi",1933-03-04,32,2817
Franklin D. Roosevelt,2779,8600,1940,1940-11-20,Changing the Name of the Minidoka Wildlife Refuge to Minidoka National Wildlife Refuge and Adding Certain Lands Thereto; Idaho,1933-03-04,32,2819
Franklin D. Roosevelt,2780,8601,1940,1940-11-20,Enlarging the Mud Lake National Wildlife Refuge; Minnesota,1933-03-04,32,2819
Franklin D. Roosevelt,2781,8602,1940,1940-11-25,Extending the Period of Eligibility on Civil Service Registers of Persons Who Serve in the Armed Forces of the United States,1933-03-04,32,2824
Franklin D. Roosevelt,2782,8603,1940,1940-11-26,Exemption of James C. Wynde from Compulsory Retirement for Age,1933-03-04,32,2825
Franklin D. Roosevelt,2783,8604,1940,1940-11-30,Partial Revocation of Certain Executive Orders Creating Public Water Reserves,1933-03-04,32,2829
Franklin D. Roosevelt,2784,8605,1940,1940-11-30,Ordering Certain Units and Members of the National Guard of the United States Into the Active Military Service of the United States,1933-03-04,32,2829
Franklin D. Roosevelt,2785,8606,1940,1940-12-06,Definition of Noncombatant Training and Service,1933-03-04,32,2835
Franklin D. Roosevelt,2786,8606-,1940,1940-12-06,"Amendment of Executive Order No. 7972 of September 15, 1938, Prescribing Currency Exchange Rates in Luxemberg",1933-03-04,32,2835
Franklin D. Roosevelt,2787,8607,1940,1940-12-10,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in the President's Proclamation of December 10, 1940, Issued Pursuant to the Provisions of Section 6 of the Act of Congress Approved July 2, 1940",1933-03-04,32,2839
Franklin D. Roosevelt,2788,8608,1940,1940-12-11,Appointment of Mary Elizabeth Huber to Franklin D. Roosevelt Library Without Regard to Civil Service Rules,1933-03-04,32,2840
Franklin D. Roosevelt,2789,8609,1940,1940-12-11,Exemption of Arthur W. Exline from Compulsory Retirement for Age,1933-03-04,32,2840
Franklin D. Roosevelt,2790,8610,1940,1940-12-11,Exemption of Roberta L. Lindsey from Compulsory Retirement for Age,1933-03-04,32,2840
Franklin D. Roosevelt,2791,8611,1940,1940-12-15,Exemption of Acheson F. Hassan from Compulsory Retirement for Age,1933-03-04,32,2844
Franklin D. Roosevelt,2792,8612,1940,1940-12-15,"Amendment of Executive Order No. 8572 of October 21, 1940, Authorizing the Priorities Board and the Administrator of Priorities to Perform Certain Functions Under Section 2(a) of the Act of June 28, 1940",1933-03-04,32,2844
Franklin D. Roosevelt,2793,8613,1940,1940-12-16,"Excusing Federal Employees from Duty on December 24, 1940",1933-03-04,32,2845
Franklin D. Roosevelt,2794,8614,1940,1940-12-18,Authorizing Initial Appointments to the Positions of Director and Assistant Director of the Bureau of Water Carriers of the Interstate Commerce Commission Without Compliance With the Service Rules,1933-03-04,32,2847
Franklin D. Roosevelt,2795,8615,1940,1940-12-19,Exemption of Maurice A. Emerson from Compulsory Retirement for Age,1933-03-04,32,2848
Franklin D. Roosevelt,2796,8616,1940,1940-12-19,"Placing Palmyra Island, Territory of Hawaii, Under the Control and Jurisdiction of the Secretary of the Navy",1933-03-04,32,2848
Franklin D. Roosevelt,2797,8617,1940,1940-12-20,"Prescribing Regulations Governing the Exportation of Articles and Materials Designated in the President's Proclamation of December 20, 1940, Issued Pursuant to the Provisions of Section 6 of the Act of Congress Approved July 2, 1940",1933-03-04,32,2849
