id,knownName,givenName,familyName,fullName,fileName,gender,birth_date,birth_country,death_date,death_country,wikipedia,wikidata,sameAs,awardYear,category,categoryFullName,sortOrder,portion,dateAwarded,prizeStatus,motivation,prizeAmount,prizeAmountAdjusted,university_affiliation,age
653,Vicente Aleixandre,Vicente,Aleixandre,Vicente Aleixandre,aleixandre,male,1898-04-26,Spain,1984-12-14,Spain,https://en.wikipedia.org/wiki/Vicente_Aleixandre,"{'id': 'Q134644', 'url': 'https://www.wikidata.org/wiki/Q134644'}","['https://www.wikidata.org/wiki/Q134644', 'https://en.wikipedia.org/wiki/Vicente_Aleixandre']",1977,Literature,The Nobel Prize in Literature,1,1,1977-10-06,received,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",700000,3490141,,79.0
537,,,,,amnesty,,,,,,https://en.wikipedia.org/wiki/Amnesty_International,"{'id': 'Q42970', 'url': 'https://www.wikidata.org/wiki/Q42970'}","['https://www.wikidata.org/wiki/Q42970', 'https://en.wikipedia.org/wiki/Amnesty_International']",1977,Peace,The Nobel Peace Prize,1,1,1977-10-10,received,for worldwide respect for human rights,700000,3490141,,
107,Philip W. Anderson,Philip W.,Anderson,Philip Warren Anderson,anderson,male,1923-12-13,USA,2020-03-29,USA,https://en.wikipedia.org/wiki/Philip_Warren_Anderson,"{'id': 'Q190770', 'url': 'https://www.wikidata.org/wiki/Q190770'}","['https://www.wikidata.org/wiki/Q190770', 'https://en.wikipedia.org/wiki/Philip_Warren_Anderson']",1977,Physics,The Nobel Prize in Physics,1,1/3,1977-10-11,received,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,3490141,Bell Telephone Laboratories,54.0
108,Sir Nevill F. Mott,Sir Nevill F.,Mott,Sir Nevill Francis Mott,mott,male,1905-09-30,United Kingdom,1996-08-08,United Kingdom,https://en.wikipedia.org/wiki/Nevill_Francis_Mott,"{'id': 'Q189485', 'url': 'https://www.wikidata.org/wiki/Q189485'}","['https://www.wikidata.org/wiki/Q189485', 'https://en.wikipedia.org/wiki/Nevill_Francis_Mott']",1977,Physics,The Nobel Prize in Physics,2,1/3,1977-10-11,received,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,3490141,University of Cambridge,72.0
109,John H. Van Vleck,John H.,Van Vleck,John Hasbrouck Van Vleck,vleck,male,1899-03-13,USA,1980-10-27,USA,https://en.wikipedia.org/wiki/John_Hasbrouck_Van_Vleck,"{'id': 'Q193655', 'url': 'https://www.wikidata.org/wiki/Q193655'}","['https://www.wikidata.org/wiki/Q193655', 'https://en.wikipedia.org/wiki/John_Hasbrouck_Van_Vleck']",1977,Physics,The Nobel Prize in Physics,3,1/3,1977-10-11,received,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,3490141,Harvard University,78.0
411,Roger Guillemin,Roger,Guillemin,Roger Guillemin,guillemin,male,1924-01-11,France,2024-02-21,USA,https://en.wikipedia.org/wiki/Roger_Guillemin,"{'id': 'Q242169', 'url': 'https://www.wikidata.org/wiki/Q242169'}","['https://www.wikidata.org/wiki/Q242169', 'https://en.wikipedia.org/wiki/Roger_Guillemin']",1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/4,1977-10-13,received,for their discoveries concerning the peptide hormone production of the brain,700000,3490141,The Salk Institute,53.0
412,Andrew V. Schally,Andrew V.,Schally,Andrew V. Schally,schally,male,1926-11-30,Poland,,,https://en.wikipedia.org/wiki/Andrew_Schally,"{'id': 'Q141147', 'url': 'https://www.wikidata.org/wiki/Q141147'}","['https://www.wikidata.org/wiki/Q141147', 'https://en.wikipedia.org/wiki/Andrew_Schally']",1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/4,1977-10-13,received,for their discoveries concerning the peptide hormone production of the brain,700000,3490141,Veterans Administration Hospital,51.0
413,Rosalyn Yalow,Rosalyn,Yalow,Rosalyn Yalow,yalow,female,1921-07-19,USA,2011-05-30,USA,https://en.wikipedia.org/wiki/Rosalyn_Sussman_Yalow,"{'id': 'Q107402', 'url': 'https://www.wikidata.org/wiki/Q107402'}","['https://www.wikidata.org/wiki/Q107402', 'https://en.wikipedia.org/wiki/Rosalyn_Sussman_Yalow']",1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/2,1977-10-13,received,for the development of radioimmunoassays of peptide hormones,700000,3490141,Veterans Administration Hospital,56.0
251,Peter Mitchell,Peter,Mitchell,Peter D. Mitchell,mitchell,male,1920-09-29,United Kingdom,1992-04-10,United Kingdom,https://en.wikipedia.org/wiki/Peter_D._Mitchell,"{'id': 'Q207992', 'url': 'https://www.wikidata.org/wiki/Q207992'}","['https://www.wikidata.org/wiki/Q207992', 'https://en.wikipedia.org/wiki/Peter_D._Mitchell']",1978,Chemistry,The Nobel Prize in Chemistry,1,1,1978-10-17,received,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,725000,3283369,Glynn Research Laboratories,58.0
691,Herbert Simon,Herbert,Simon,Herbert A. Simon,simon,male,1916-06-15,USA,2001-02-09,USA,https://en.wikipedia.org/wiki/Herbert_A._Simon,"{'id': 'Q181529', 'url': 'https://www.wikidata.org/wiki/Q181529'}","['https://www.wikidata.org/wiki/Q181529', 'https://en.wikipedia.org/wiki/Herbert_A._Simon']",1978,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1,1978-10-16,received,for his pioneering research into the decision-making process within economic organizations,725000,3283369,Carnegie Mellon University,62.0
654,Isaac Bashevis Singer,Isaac Bashevis,Singer,Isaac Bashevis Singer,singer,male,1904-07-14,Russian Empire,1991-07-24,USA,https://en.wikipedia.org/wiki/Isaac_Bashevis_Singer,"{'id': 'Q75612', 'url': 'https://www.wikidata.org/wiki/Q75612'}","['https://www.wikidata.org/wiki/Q75612', 'https://en.wikipedia.org/wiki/Isaac_Bashevis_Singer']",1978,Literature,The Nobel Prize in Literature,1,1,1978-10-05,received,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life",725000,3283369,,74.0
538,Anwar al-Sadat,Anwar,al-Sadat,Mohamed Anwar al-Sadat,al-sadat,male,1918-12-25,Egypt,1981-10-06,Egypt,https://en.wikipedia.org/wiki/Anwar_Sadat,"{'id': 'Q42013', 'url': 'https://www.wikidata.org/wiki/Q42013'}","['https://www.wikidata.org/wiki/Q42013', 'https://en.wikipedia.org/wiki/Anwar_Sadat']",1978,Peace,The Nobel Peace Prize,1,1/2,1978-10-27,received,for jointly having negotiated peace between Egypt and Israel in 1978,725000,3283369,,60.0
539,Menachem Begin,Menachem,Begin,Menachem Begin,begin,male,1913-08-16,Russian Empire,1992-03-09,Israel,https://en.wikipedia.org/wiki/Menachem_Begin,"{'id': 'Q130873', 'url': 'https://www.wikidata.org/wiki/Q130873'}","['https://www.wikidata.org/wiki/Q130873', 'https://en.wikipedia.org/wiki/Menachem_Begin']",1978,Peace,The Nobel Peace Prize,2,1/2,1978-10-27,received,for jointly having negotiated peace between Egypt and Israel in 1978,725000,3283369,,65.0
110,Pyotr Kapitsa,Pyotr,Kapitsa,Pyotr Leonidovich Kapitsa,kapitsa,male,1894-07-09,Russian Empire,1984-04-08,USSR,https://en.wikipedia.org/wiki/Pyotr_Kapitsa,"{'id': 'Q172844', 'url': 'https://www.wikidata.org/wiki/Q172844'}","['https://www.wikidata.org/wiki/Q172844', 'https://en.wikipedia.org/wiki/Pyotr_Kapitsa']",1978,Physics,The Nobel Prize in Physics,1,1/2,1978-10-17,received,for his basic inventions and discoveries in the area of low-temperature physics,725000,3283369,Academy of Sciences,84.0
111,Arno Penzias,Arno,Penzias,Arno Allan Penzias,penzias,male,1933-04-26,Germany,2024-01-22,USA,https://en.wikipedia.org/wiki/Arno_Allan_Penzias,"{'id': 'Q172877', 'url': 'https://www.wikidata.org/wiki/Q172877'}","['https://www.wikidata.org/wiki/Q172877', 'https://en.wikipedia.org/wiki/Arno_Allan_Penzias']",1978,Physics,The Nobel Prize in Physics,2,1/4,1978-10-17,received,for their discovery of cosmic microwave background radiation,725000,3283369,Bell Laboratories,45.0
112,Robert Woodrow Wilson,Robert Woodrow,Wilson,Robert Woodrow Wilson,wilson,male,1936-01-10,USA,,,https://en.wikipedia.org/wiki/Robert_Woodrow_Wilson,"{'id': 'Q171034', 'url': 'https://www.wikidata.org/wiki/Q171034'}","['https://www.wikidata.org/wiki/Q171034', 'https://en.wikipedia.org/wiki/Robert_Woodrow_Wilson']",1978,Physics,The Nobel Prize in Physics,3,1/4,1978-10-17,received,for their discovery of cosmic microwave background radiation,725000,3283369,Bell Laboratories,42.0
414,Werner Arber,Werner,Arber,Werner Arber,arber,male,1929-06-03,Switzerland,,,https://en.wikipedia.org/wiki/Werner_Arber,"{'id': 'Q115495', 'url': 'https://www.wikidata.org/wiki/Q115495'}","['https://www.wikidata.org/wiki/Q115495', 'https://en.wikipedia.org/wiki/Werner_Arber']",1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,1978-10-12,received,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,3283369,Biozentrum der Universität,49.0
415,Daniel Nathans,Daniel,Nathans,Daniel Nathans,nathans,male,1928-10-30,USA,1999-11-16,USA,https://en.wikipedia.org/wiki/Daniel_Nathans,"{'id': 'Q295706', 'url': 'https://www.wikidata.org/wiki/Q295706'}","['https://www.wikidata.org/wiki/Q295706', 'https://en.wikipedia.org/wiki/Daniel_Nathans']",1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,1978-10-12,received,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,3283369,Johns Hopkins University School of Medicine,50.0
416,Hamilton O. Smith,Hamilton O.,Smith,Hamilton O. Smith,smith,male,1931-08-23,USA,,,https://en.wikipedia.org/wiki/Hamilton_O._Smith,"{'id': 'Q108896', 'url': 'https://www.wikidata.org/wiki/Q108896'}","['https://www.wikidata.org/wiki/Q108896', 'https://en.wikipedia.org/wiki/Hamilton_O._Smith']",1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/3,1978-10-12,received,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,3283369,Johns Hopkins University School of Medicine,47.0
252,Herbert C. Brown,Herbert C.,Brown,Herbert C. Brown,brown,male,1912-05-22,United Kingdom,2004-12-19,USA,https://en.wikipedia.org/wiki/Herbert_C._Brown,"{'id': 'Q102406', 'url': 'https://www.wikidata.org/wiki/Q102406'}","['https://www.wikidata.org/wiki/Q102406', 'https://en.wikipedia.org/wiki/Herbert_C._Brown']",1979,Chemistry,The Nobel Prize in Chemistry,1,1/2,1979-10-15,received,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",800000,3384861,Purdue University,67.0
253,Georg Wittig,Georg,Wittig,Georg Wittig,wittig,male,1897-06-16,Germany,1987-08-26,West Germany,https://en.wikipedia.org/wiki/Georg_Wittig,"{'id': 'Q77171', 'url': 'https://www.wikidata.org/wiki/Q77171'}","['https://www.wikidata.org/wiki/Q77171', 'https://en.wikipedia.org/wiki/Georg_Wittig']",1979,Chemistry,The Nobel Prize in Chemistry,2,1/2,1979-10-15,received,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",800000,3384861,University of Heidelberg,82.0
692,Theodore W. Schultz,Theodore W.,Schultz,Theodore W. Schultz,schultz,male,1902-04-30,USA,1998-02-26,USA,https://en.wikipedia.org/wiki/Theodore_Schultz,"{'id': 'Q233947', 'url': 'https://www.wikidata.org/wiki/Q233947'}","['https://www.wikidata.org/wiki/Q233947', 'https://en.wikipedia.org/wiki/Theodore_Schultz']",1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1/2,1979-10-16,received,for their pioneering research into economic development research with particular consideration of the problems of developing countries,800000,3384861,University of Chicago,77.0
693,Sir Arthur Lewis,Sir Arthur,Lewis,Sir Arthur Lewis,lewis,male,1915-01-23,British West Indies,1991-06-15,Barbados,https://en.wikipedia.org/wiki/Arthur_Lewis_(economist),"{'id': 'Q272519', 'url': 'https://www.wikidata.org/wiki/Q272519'}","['https://www.wikidata.org/wiki/Q272519', 'https://en.wikipedia.org/wiki/Arthur_Lewis_(economist)']",1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,1/2,1979-10-16,received,for their pioneering research into economic development research with particular consideration of the problems of developing countries,800000,3384861,Princeton University,64.0
655,Odysseus Elytis,Odysseus,Elytis,Odysseus Elytis,elytis,male,1911-11-02,Crete,1996-03-18,Greece,https://en.wikipedia.org/wiki/Odysseas_Elytis,"{'id': 'Q160478', 'url': 'https://www.wikidata.org/wiki/Q160478'}","['https://www.wikidata.org/wiki/Q160478', 'https://en.wikipedia.org/wiki/Odysseas_Elytis']",1979,Literature,The Nobel Prize in Literature,1,1,1979-10-18,received,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness",800000,3384861,,68.0
540,Mother Teresa,Anjezë Gonxhe,Bojaxhiu,Mother Teresa,teresa,female,1910-08-26,Ottoman Empire,1997-09-05,India,https://en.wikipedia.org/wiki/Mother_Teresa,"{'id': 'Q30547', 'url': 'https://www.wikidata.org/wiki/Q30547'}","['https://www.wikidata.org/wiki/Q30547', 'https://en.wikipedia.org/wiki/Mother_Teresa']",1979,Peace,The Nobel Peace Prize,1,1,1979-10-27,received,for her work for bringing help to suffering humanity,800000,3384861,,69.0
113,Sheldon Glashow,Sheldon,Glashow,Sheldon Lee Glashow,glashow,male,1932-12-05,USA,,,https://en.wikipedia.org/wiki/Sheldon_Lee_Glashow,"{'id': 'Q107420', 'url': 'https://www.wikidata.org/wiki/Q107420'}","['https://www.wikidata.org/wiki/Q107420', 'https://en.wikipedia.org/wiki/Sheldon_Lee_Glashow']",1979,Physics,The Nobel Prize in Physics,1,1/3,1979-10-15,received,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,3384861,"Harvard University, Lyman Laboratory",47.0
114,Abdus Salam,Abdus,Salam,Abdus Salam,salam,male,1926-01-29,India,1996-11-21,United Kingdom,https://en.wikipedia.org/wiki/Abdus_Salam,"{'id': 'Q28189', 'url': 'https://www.wikidata.org/wiki/Q28189'}","['https://www.wikidata.org/wiki/Q28189', 'https://en.wikipedia.org/wiki/Abdus_Salam']",1979,Physics,The Nobel Prize in Physics,2,1/3,1979-10-15,received,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,3384861,International Centre for Theoretical Physics,53.0
115,Steven Weinberg,Steven,Weinberg,Steven Weinberg,weinberg,male,1933-05-03,USA,2021-07-23,USA,https://en.wikipedia.org/wiki/Steven_Weinberg,"{'id': 'Q179282', 'url': 'https://www.wikidata.org/wiki/Q179282'}","['https://www.wikidata.org/wiki/Q179282', 'https://en.wikipedia.org/wiki/Steven_Weinberg']",1979,Physics,The Nobel Prize in Physics,3,1/3,1979-10-15,received,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,3384861,Harvard University,46.0
417,Allan M. Cormack,Allan M.,Cormack,Allan M. Cormack,cormack,male,1924-02-23,South Africa,1998-05-07,USA,https://en.wikipedia.org/wiki/Allan_McLeod_Cormack,"{'id': 'Q223542', 'url': 'https://www.wikidata.org/wiki/Q223542'}","['https://www.wikidata.org/wiki/Q223542', 'https://en.wikipedia.org/wiki/Allan_McLeod_Cormack']",1979,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,1979-10-11,received,for the development of computer assisted tomography,800000,3384861,Tufts University,55.0
418,Godfrey N. Hounsfield,Godfrey N.,Hounsfield,Godfrey N. Hounsfield,hounsfield,male,1919-08-28,United Kingdom,2004-08-12,United Kingdom,https://en.wikipedia.org/wiki/Godfrey_Hounsfield,"{'id': 'Q273769', 'url': 'https://www.wikidata.org/wiki/Q273769'}","['https://www.wikidata.org/wiki/Q273769', 'https://en.wikipedia.org/wiki/Godfrey_Hounsfield']",1979,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/2,1979-10-11,received,for the development of computer assisted tomography,800000,3384861,"Central Research Laboratories, EMI",60.0
222,Frederick Sanger,Frederick,Sanger,Frederick Sanger,sanger,male,1918-08-13,United Kingdom,2013-11-19,United Kingdom,https://en.wikipedia.org/wiki/Frederick_Sanger,"{'id': 'Q151564', 'url': 'https://www.wikidata.org/wiki/Q151564'}","['https://www.wikidata.org/wiki/Q151564', 'https://en.wikipedia.org/wiki/Frederick_Sanger']",1980,Chemistry,The Nobel Prize in Chemistry,3,1/4,1980-10-14,received,for their contributions concerning the determination of base sequences in nucleic acids,880000,3273415,MRC Laboratory of Molecular Biology,62.0
254,Paul Berg,Paul,Berg,Paul Berg,berg,male,1926-06-30,USA,2023-02-15,USA,https://en.wikipedia.org/wiki/Paul_Berg,"{'id': 'Q102379', 'url': 'https://www.wikidata.org/wiki/Q102379'}","['https://www.wikidata.org/wiki/Q102379', 'https://en.wikipedia.org/wiki/Paul_Berg']",1980,Chemistry,The Nobel Prize in Chemistry,1,1/2,1980-10-14,received,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",880000,3273415,Stanford University,54.0
255,Walter Gilbert,Walter,Gilbert,Walter Gilbert,gilbert,male,1932-03-21,USA,,,https://en.wikipedia.org/wiki/Walter_Gilbert,"{'id': 'Q217486', 'url': 'https://www.wikidata.org/wiki/Q217486'}","['https://www.wikidata.org/wiki/Q217486', 'https://en.wikipedia.org/wiki/Walter_Gilbert']",1980,Chemistry,The Nobel Prize in Chemistry,2,1/4,1980-10-14,received,for their contributions concerning the determination of base sequences in nucleic acids,880000,3273415,"Harvard University, Biological Laboratories",48.0
694,Lawrence R. Klein,Lawrence R.,Klein,Lawrence R. Klein,klein,male,1920-09-14,USA,2013-10-20,USA,https://en.wikipedia.org/wiki/Lawrence_Klein,"{'id': 'Q295761', 'url': 'https://www.wikidata.org/wiki/Q295761'}","['https://www.wikidata.org/wiki/Q295761', 'https://en.wikipedia.org/wiki/Lawrence_Klein']",1980,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1,1980-10-15,received,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,880000,3273415,University of Pennsylvania,60.0
657,Czesław Miłosz,Czesław,Miłosz,Czesław Miłosz,milosz,male,1911-06-30,Russian Empire,2004-08-14,Poland,https://en.wikipedia.org/wiki/Czesław_Miłosz,"{'id': 'Q45970', 'url': 'https://www.wikidata.org/wiki/Q45970'}","['https://www.wikidata.org/wiki/Q45970', 'https://en.wikipedia.org/wiki/Czesław_Miłosz']",1980,Literature,The Nobel Prize in Literature,1,1,1980-10-09,received,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,880000,3273415,,69.0
541,Adolfo Pérez Esquivel,Adolfo,Pérez Esquivel,Adolfo Pérez Esquivel,esquivel,male,1931-11-26,Argentina,,,https://en.wikipedia.org/wiki/Adolfo_Pérez_Esquivel,"{'id': 'Q206505', 'url': 'https://www.wikidata.org/wiki/Q206505'}","['https://www.wikidata.org/wiki/Q206505', 'https://en.wikipedia.org/wiki/Adolfo_Pérez_Esquivel']",1980,Peace,The Nobel Peace Prize,1,1,1980-10-27,received,"for being a source of inspiration to repressed people, especially in Latin America",880000,3273415,,49.0
116,James Cronin,James,Cronin,James Watson Cronin,cronin,male,1931-09-29,USA,2016-08-25,USA,https://en.wikipedia.org/wiki/James_Cronin,"{'id': 'Q193496', 'url': 'https://www.wikidata.org/wiki/Q193496'}","['https://www.wikidata.org/wiki/Q193496', 'https://en.wikipedia.org/wiki/James_Cronin']",1980,Physics,The Nobel Prize in Physics,1,1/2,1980-10-14,received,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,880000,3273415,University of Chicago,49.0
117,Val Fitch,Val,Fitch,Val Logsdon Fitch,fitch,male,1923-03-10,USA,2015-02-05,USA,https://en.wikipedia.org/wiki/Val_Logsdon_Fitch,"{'id': 'Q206499', 'url': 'https://www.wikidata.org/wiki/Q206499'}","['https://www.wikidata.org/wiki/Q206499', 'https://en.wikipedia.org/wiki/Val_Logsdon_Fitch']",1980,Physics,The Nobel Prize in Physics,2,1/2,1980-10-14,received,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,880000,3273415,Princeton University,57.0
419,Baruj Benacerraf,Baruj,Benacerraf,Baruj Benacerraf,benacerraf,male,1920-10-29,Venezuela,2011-08-02,USA,https://en.wikipedia.org/wiki/Baruj_Benacerraf,"{'id': 'Q234701', 'url': 'https://www.wikidata.org/wiki/Q234701'}","['https://www.wikidata.org/wiki/Q234701', 'https://en.wikipedia.org/wiki/Baruj_Benacerraf']",1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,1980-10-10,received,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,880000,3273415,Harvard Medical School,60.0
420,Jean Dausset,Jean,Dausset,Jean Dausset,dausset,male,1916-10-19,France,2009-06-06,Spain,https://en.wikipedia.org/wiki/Jean_Dausset,"{'id': 'Q152760', 'url': 'https://www.wikidata.org/wiki/Q152760'}","['https://www.wikidata.org/wiki/Q152760', 'https://en.wikipedia.org/wiki/Jean_Dausset']",1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,1980-10-10,received,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,880000,3273415,"Université de Paris, Laboratoire Immuno-Hématologie",64.0
421,George D. Snell,George D.,Snell,George D. Snell,snell,male,1903-12-19,USA,1996-06-06,USA,https://en.wikipedia.org/wiki/George_Davis_Snell,"{'id': 'Q295666', 'url': 'https://www.wikidata.org/wiki/Q295666'}","['https://www.wikidata.org/wiki/Q295666', 'https://en.wikipedia.org/wiki/George_Davis_Snell']",1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/3,1980-10-10,received,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,880000,3273415,Jackson Laboratory,77.0
257,Kenichi Fukui,Kenichi,Fukui,Kenichi Fukui,fukui,male,1918-10-04,Japan,1998-01-09,Japan,https://en.wikipedia.org/wiki/Kenichi_Fukui,"{'id': 'Q217734', 'url': 'https://www.wikidata.org/wiki/Q217734'}","['https://www.wikidata.org/wiki/Q217734', 'https://en.wikipedia.org/wiki/Kenichi_Fukui']",1981,Chemistry,The Nobel Prize in Chemistry,1,1/2,1981-10-19,received,"for their theories, developed independently, concerning the course of chemical reactions",1000000,3318750,Kyoto University,63.0
258,Roald Hoffmann,Roald,Hoffmann,Roald Hoffmann,hoffmann,male,1937-07-18,Poland,,,https://en.wikipedia.org/wiki/Roald_Hoffmann,"{'id': 'Q273279', 'url': 'https://www.wikidata.org/wiki/Q273279'}","['https://www.wikidata.org/wiki/Q273279', 'https://en.wikipedia.org/wiki/Roald_Hoffmann']",1981,Chemistry,The Nobel Prize in Chemistry,2,1/2,1981-10-19,received,"for their theories, developed independently, concerning the course of chemical reactions",1000000,3318750,Cornell University,44.0
695,James Tobin,James,Tobin,James Tobin,tobin,male,1918-03-05,USA,2002-03-11,USA,https://en.wikipedia.org/wiki/James_Tobin,"{'id': 'Q211776', 'url': 'https://www.wikidata.org/wiki/Q211776'}","['https://www.wikidata.org/wiki/Q211776', 'https://en.wikipedia.org/wiki/James_Tobin']",1981,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1,1981-10-13,received,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",1000000,3318750,Yale University,63.0
658,Elias Canetti,Elias,Canetti,Elias Canetti,canetti,male,1905-07-25,Bulgaria,1994-08-14,Switzerland,https://en.wikipedia.org/wiki/Elias_Canetti,"{'id': 'Q80064', 'url': 'https://www.wikidata.org/wiki/Q80064'}","['https://www.wikidata.org/wiki/Q80064', 'https://en.wikipedia.org/wiki/Elias_Canetti']",1981,Literature,The Nobel Prize in Literature,1,1,1981-10-15,received,"for writings marked by a broad outlook, a wealth of ideas and artistic power",1000000,3318750,,76.0
515,,,,,refugees,,,,,,https://en.wikipedia.org/wiki/United_Nations_High_Commissioner_for_Refugees,"{'id': 'Q132551', 'url': 'https://www.wikidata.org/wiki/Q132551'}","['https://www.wikidata.org/wiki/Q132551', 'https://en.wikipedia.org/wiki/United_Nations_High_Commissioner_for_Refugees']",1981,Peace,The Nobel Peace Prize,1,1,1981-10-14,received,for promoting the fundamental rights of refugees,1000000,3318750,,
118,Nicolaas Bloembergen,Nicolaas,Bloembergen,Nicolaas Bloembergen,bloembergen,male,1920-03-11,the Netherlands,2017-09-05,USA,https://en.wikipedia.org/wiki/Nicolaas_Bloembergen,"{'id': 'Q189987', 'url': 'https://www.wikidata.org/wiki/Q189987'}","['https://www.wikidata.org/wiki/Q189987', 'https://en.wikipedia.org/wiki/Nicolaas_Bloembergen']",1981,Physics,The Nobel Prize in Physics,1,1/4,1981-10-19,received,for their contribution to the development of laser spectroscopy,1000000,3318750,Harvard University,61.0
119,Arthur L. Schawlow,Arthur L.,Schawlow,Arthur Leonard Schawlow,schawlow,male,1921-05-05,USA,1999-04-28,USA,https://en.wikipedia.org/wiki/Arthur_Leonard_Schawlow,"{'id': 'Q190503', 'url': 'https://www.wikidata.org/wiki/Q190503'}","['https://www.wikidata.org/wiki/Q190503', 'https://en.wikipedia.org/wiki/Arthur_Leonard_Schawlow']",1981,Physics,The Nobel Prize in Physics,2,1/4,1981-10-19,received,for their contribution to the development of laser spectroscopy,1000000,3318750,Stanford University,60.0
120,Kai M. Siegbahn,Kai M.,Siegbahn,Kai M. Siegbahn,siegbahn,male,1918-04-20,Sweden,2007-07-20,Sweden,https://en.wikipedia.org/wiki/Kai_Siegbahn,"{'id': 'Q192712', 'url': 'https://www.wikidata.org/wiki/Q192712'}","['https://www.wikidata.org/wiki/Q192712', 'https://en.wikipedia.org/wiki/Kai_Siegbahn']",1981,Physics,The Nobel Prize in Physics,3,1/2,1981-10-19,received,for his contribution to the development of high-resolution electron spectroscopy,1000000,3318750,Uppsala University,63.0
422,Roger W. Sperry,Roger W.,Sperry,Roger W. Sperry,sperry,male,1913-08-20,USA,1994-04-17,USA,https://en.wikipedia.org/wiki/Roger_Wolcott_Sperry,"{'id': 'Q232305', 'url': 'https://www.wikidata.org/wiki/Q232305'}","['https://www.wikidata.org/wiki/Q232305', 'https://en.wikipedia.org/wiki/Roger_Wolcott_Sperry']",1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,1981-10-09,received,for his discoveries concerning the functional specialization of the cerebral hemispheres,1000000,3318750,California Institute of Technology (Caltech),68.0
423,David H. Hubel,David H.,Hubel,David H. Hubel,hubel,male,1926-02-27,Canada,2013-09-22,USA,https://en.wikipedia.org/wiki/David_H._Hubel,"{'id': 'Q295644', 'url': 'https://www.wikidata.org/wiki/Q295644'}","['https://www.wikidata.org/wiki/Q295644', 'https://en.wikipedia.org/wiki/David_H._Hubel']",1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/4,1981-10-09,received,for their discoveries concerning information processing in the visual system,1000000,3318750,Harvard Medical School,55.0
