country_search,Year,State,United Kingdom %,Wikipedia %
Malaysia,2024,Connecticut,8.0,92.0
Malaysia,2024,Delaware,10.0,90.0
Malaysia,2024,District of Columbia,15.0,85.0
Malaysia,2024,Florida,9.0,91.0
Malaysia,2024,Georgia,12.0,88.0
Malaysia,2024,Hawaii,15.0,85.0
Malaysia,2024,Idaho,10.0,90.0
Malaysia,2024,Illinois,10.0,90.0
Malaysia,2024,Indiana,9.0,91.0
Malaysia,2024,Iowa,9.0,91.0
Malaysia,2024,Kansas,11.0,89.0
Malaysia,2024,Kentucky,8.0,92.0
Malaysia,2024,Louisiana,9.0,91.0
Malaysia,2024,Maine,7.000000000000001,93.0
Malaysia,2024,Maryland,10.0,90.0
Malaysia,2024,Massachusetts,8.0,92.0
Malaysia,2024,Michigan,9.0,91.0
Malaysia,2024,Minnesota,9.0,91.0
Malaysia,2024,Mississippi,10.0,90.0
Malaysia,2024,Missouri,8.0,92.0
Malaysia,2024,Montana,8.0,92.0
Malaysia,2024,Nebraska,10.0,90.0
Malaysia,2024,Nevada,12.0,88.0
Malaysia,2024,New Hampshire,7.000000000000001,93.0
Malaysia,2024,New Jersey,10.0,90.0
Malaysia,2024,New Mexico,8.0,92.0
Malaysia,2024,New York,14.000000000000002,86.0
Malaysia,2024,North Carolina,11.0,89.0
Malaysia,2024,North Dakota,10.0,90.0
Malaysia,2024,Ohio,9.0,91.0
Malaysia,2024,Oklahoma,9.0,91.0
Malaysia,2024,Oregon,12.0,88.0
Malaysia,2024,Pennsylvania,9.0,91.0
Malaysia,2024,Rhode Island,8.0,92.0
Malaysia,2024,South Carolina,9.0,91.0
Malaysia,2024,South Dakota,8.0,92.0
Malaysia,2024,Tennessee,10.0,90.0
Malaysia,2024,Texas,13.0,87.0
Malaysia,2024,Utah,8.0,92.0
Malaysia,2024,Vermont,6.0,94.0
Malaysia,2024,Virginia,13.0,87.0
Malaysia,2024,Washington,11.0,89.0
Malaysia,2024,West Virginia,8.0,92.0
Malaysia,2024,Wisconsin,9.0,91.0
Malaysia,2024,Wyoming,10.0,90.0
Maldives,2024,Alabama,8.0,92.0
Maldives,2024,Alaska,9.0,91.0
Maldives,2024,Arizona,8.0,92.0
Maldives,2024,Arkansas,7.000000000000001,93.0
Maldives,2024,California,7.000000000000001,93.0
Maldives,2024,Colorado,8.0,92.0
Maldives,2024,Connecticut,6.0,94.0
Maldives,2024,Delaware,9.0,91.0
Maldives,2024,District of Columbia,7.000000000000001,93.0
Maldives,2024,Florida,9.0,91.0
Maldives,2024,Georgia,9.0,91.0
Maldives,2024,Hawaii,11.0,89.0
Maldives,2024,Idaho,7.000000000000001,93.0
Maldives,2024,Illinois,7.000000000000001,93.0
Maldives,2024,Indiana,6.0,94.0
Maldives,2024,Iowa,8.0,92.0
Maldives,2024,Kansas,7.000000000000001,93.0
Maldives,2024,Kentucky,6.0,94.0
Maldives,2024,Louisiana,8.0,92.0
Maldives,2024,Maine,5.0,95.0
Maldives,2024,Maryland,8.0,92.0
Maldives,2024,Massachusetts,6.0,94.0
Maldives,2024,Michigan,7.000000000000001,93.0
Maldives,2024,Minnesota,6.0,94.0
Maldives,2024,Mississippi,9.0,91.0
Maldives,2024,Missouri,6.0,94.0
Maldives,2024,Montana,7.000000000000001,93.0
Maldives,2024,Nebraska,8.0,92.0
Maldives,2024,Nevada,8.0,92.0
Maldives,2024,New Hampshire,6.0,94.0
Maldives,2024,New Jersey,10.0,90.0
Maldives,2024,New Mexico,5.0,95.0
Maldives,2024,New York,9.0,91.0
Maldives,2024,North Carolina,9.0,91.0
Maldives,2024,North Dakota,8.0,92.0
Maldives,2024,Ohio,6.0,94.0
Maldives,2024,Oklahoma,7.000000000000001,93.0
Maldives,2024,Oregon,5.0,95.0
Maldives,2024,Pennsylvania,7.000000000000001,93.0
Maldives,2024,Rhode Island,7.000000000000001,93.0
Maldives,2024,South Carolina,8.0,92.0
Maldives,2024,South Dakota,8.0,92.0
Maldives,2024,Tennessee,7.000000000000001,93.0
Maldives,2024,Texas,10.0,90.0
Maldives,2024,Utah,6.0,94.0
Maldives,2024,Vermont,5.0,95.0
Maldives,2024,Virginia,8.0,92.0
Maldives,2024,Washington,6.0,94.0
Maldives,2024,West Virginia,6.0,94.0
Maldives,2024,Wisconsin,6.0,94.0
Maldives,2024,Wyoming,10.0,90.0
Mali,2024,Alabama,4.0,96.0
Mali,2024,Alaska,3.0,97.0
Mali,2024,Arizona,3.0,97.0
Mali,2024,Arkansas,3.0,97.0
Mali,2024,California,3.0,97.0
Mali,2024,Colorado,3.0,97.0
Mali,2024,Connecticut,4.0,96.0
Mali,2024,Delaware,5.0,95.0
Mali,2024,District of Columbia,6.0,94.0
Mali,2024,Florida,4.0,96.0
Mali,2024,Georgia,7.000000000000001,93.0
Mali,2024,Hawaii,4.0,96.0
Mali,2024,Idaho,3.0,97.0
Mali,2024,Illinois,4.0,96.0
Mali,2024,Indiana,4.0,96.0
Mali,2024,Iowa,4.0,96.0
Mali,2024,Kansas,3.0,97.0
Mali,2024,Kentucky,5.0,95.0
Mali,2024,Louisiana,5.0,95.0
Mali,2024,Maine,8.0,92.0
Mali,2024,Maryland,7.000000000000001,93.0
Mali,2024,Massachusetts,3.0,97.0
Mali,2024,Michigan,4.0,96.0
Mali,2024,Minnesota,4.0,96.0
Mali,2024,Mississippi,4.0,96.0
Mali,2024,Missouri,4.0,96.0
Mali,2024,Montana,3.0,97.0
Mali,2024,Nebraska,4.0,96.0
Mali,2024,Nevada,3.0,97.0
Mali,2024,New Hampshire,3.0,97.0
Mali,2024,New Jersey,4.0,96.0
Mali,2024,New Mexico,2.0,98.0
Mali,2024,New York,5.0,95.0
Mali,2024,North Carolina,6.0,94.0
Mali,2024,North Dakota,3.0,97.0
Mali,2024,Ohio,3.0,97.0
Mali,2024,Oklahoma,3.0,97.0
Mali,2024,Oregon,3.0,97.0
Mali,2024,Pennsylvania,4.0,96.0
Mali,2024,Rhode Island,4.0,96.0
Mali,2024,South Carolina,4.0,96.0
Mali,2024,South Dakota,4.0,96.0
Mali,2024,Tennessee,4.0,96.0
Mali,2024,Texas,4.0,96.0
Mali,2024,Utah,3.0,97.0
Mali,2024,Vermont,3.0,97.0
Mali,2024,Virginia,5.0,95.0
Mali,2024,Washington,3.0,97.0
Mali,2024,West Virginia,3.0,97.0
Mali,2024,Wisconsin,3.0,97.0
Mali,2024,Wyoming,2.0,98.0
Malta,2024,Alabama,6.0,94.0
Malta,2024,Alaska,7.000000000000001,93.0
Malta,2024,Arizona,9.0,91.0
Malta,2024,Arkansas,5.0,95.0
Malta,2024,California,7.000000000000001,93.0
Malta,2024,Colorado,8.0,92.0
Malta,2024,Connecticut,9.0,91.0
Malta,2024,Delaware,8.0,92.0
Malta,2024,District of Columbia,10.0,90.0
Malta,2024,Florida,11.0,89.0
Malta,2024,Georgia,8.0,92.0
Malta,2024,Hawaii,6.0,94.0
Malta,2024,Idaho,13.0,87.0
Malta,2024,Illinois,9.0,91.0
Malta,2024,Indiana,5.0,95.0
Malta,2024,Iowa,6.0,94.0
Malta,2024,Kansas,6.0,94.0
Malta,2024,Kentucky,6.0,94.0
Malta,2024,Louisiana,7.000000000000001,93.0
Malta,2024,Maine,7.000000000000001,93.0
Malta,2024,Maryland,7.000000000000001,93.0
Malta,2024,Massachusetts,7.000000000000001,93.0
Malta,2024,Michigan,8.0,92.0
Malta,2024,Minnesota,6.0,94.0
Malta,2024,Mississippi,6.0,94.0
Malta,2024,Missouri,6.0,94.0
Malta,2024,Montana,43.0,56.99999999999999
Malta,2024,Nebraska,6.0,94.0
Malta,2024,Nevada,7.000000000000001,93.0
Malta,2024,New Hampshire,6.0,94.0
Malta,2024,New Jersey,9.0,91.0
Malta,2024,New Mexico,6.0,94.0
Malta,2024,New York,19.0,81.0
Malta,2024,North Carolina,7.000000000000001,93.0
Malta,2024,North Dakota,11.0,89.0
Malta,2024,Ohio,8.0,92.0
Malta,2024,Oklahoma,5.0,95.0
Malta,2024,Oregon,6.0,94.0
Malta,2024,Pennsylvania,7.000000000000001,93.0
Malta,2024,Rhode Island,8.0,92.0
Malta,2024,South Carolina,7.000000000000001,93.0
Malta,2024,South Dakota,7.000000000000001,93.0
Malta,2024,Tennessee,6.0,94.0
Malta,2024,Texas,8.0,92.0
Malta,2024,Utah,7.000000000000001,93.0
Malta,2024,Vermont,9.0,91.0
Malta,2024,Virginia,8.0,92.0
Malta,2024,Washington,6.0,94.0
Malta,2024,West Virginia,6.0,94.0
Malta,2024,Wisconsin,6.0,94.0
Malta,2024,Wyoming,10.0,90.0
Marshall Islands,2024,Alabama,1.0,99.0
Marshall Islands,2024,Alaska,2.0,98.0
Marshall Islands,2024,Arizona,1.0,99.0
Marshall Islands,2024,Arkansas,5.0,95.0
Marshall Islands,2024,California,0.0,100.0
Marshall Islands,2024,Colorado,1.0,99.0
Marshall Islands,2024,Connecticut,0.0,100.0
Marshall Islands,2024,Delaware,0.0,100.0
Marshall Islands,2024,District of Columbia,1.0,99.0
Marshall Islands,2024,Florida,1.0,99.0
Marshall Islands,2024,Georgia,1.0,99.0
Marshall Islands,2024,Hawaii,9.0,91.0
Marshall Islands,2024,Idaho,1.0,99.0
Marshall Islands,2024,Illinois,0.0,100.0
Marshall Islands,2024,Indiana,1.0,99.0
Marshall Islands,2024,Iowa,2.0,98.0
Marshall Islands,2024,Kansas,1.0,99.0
Marshall Islands,2024,Kentucky,1.0,99.0
Marshall Islands,2024,Louisiana,1.0,99.0
Marshall Islands,2024,Maine,1.0,99.0
Marshall Islands,2024,Maryland,0.0,100.0
Marshall Islands,2024,Massachusetts,0.0,100.0
Marshall Islands,2024,Michigan,0.0,100.0
Marshall Islands,2024,Minnesota,1.0,99.0
Marshall Islands,2024,Mississippi,0.0,100.0
Marshall Islands,2024,Missouri,1.0,99.0
Marshall Islands,2024,Montana,1.0,99.0
Marshall Islands,2024,Nebraska,1.0,99.0
Marshall Islands,2024,Nevada,1.0,99.0
Marshall Islands,2024,New Hampshire,1.0,99.0
Marshall Islands,2024,New Jersey,0.0,100.0
Marshall Islands,2024,New Mexico,1.0,99.0
Marshall Islands,2024,New York,0.0,100.0
Marshall Islands,2024,North Carolina,1.0,99.0
Marshall Islands,2024,North Dakota,1.0,99.0
Marshall Islands,2024,Ohio,0.0,100.0
Marshall Islands,2024,Oklahoma,2.0,98.0
Marshall Islands,2024,Oregon,1.0,99.0
Marshall Islands,2024,Pennsylvania,0.0,100.0
Marshall Islands,2024,Rhode Island,1.0,99.0
Marshall Islands,2024,South Carolina,1.0,99.0
Marshall Islands,2024,South Dakota,1.0,99.0
Marshall Islands,2024,Tennessee,1.0,99.0
Marshall Islands,2024,Texas,1.0,99.0
Marshall Islands,2024,Utah,2.0,98.0
Marshall Islands,2024,Vermont,0.0,100.0
Marshall Islands,2024,Virginia,1.0,99.0
Marshall Islands,2024,Washington,1.0,99.0
Marshall Islands,2024,West Virginia,1.0,99.0
Marshall Islands,2024,Wisconsin,0.0,100.0
Marshall Islands,2024,Wyoming,1.0,99.0
Mauritania,2024,Alabama,0.0,100.0
Mauritania,2024,Alaska,0.0,100.0
Mauritania,2024,Arizona,1.0,99.0
Mauritania,2024,Arkansas,0.0,100.0
Mauritania,2024,California,0.0,100.0
Mauritania,2024,Colorado,1.0,99.0
Mauritania,2024,Connecticut,1.0,99.0
Mauritania,2024,Delaware,1.0,99.0
Mauritania,2024,District of Columbia,2.0,98.0
Mauritania,2024,Florida,1.0,99.0
Mauritania,2024,Georgia,1.0,99.0
Mauritania,2024,Hawaii,0.0,100.0
Mauritania,2024,Idaho,1.0,99.0
Mauritania,2024,Illinois,1.0,99.0
Mauritania,2024,Indiana,1.0,99.0
Mauritania,2024,Iowa,1.0,99.0
Mauritania,2024,Kansas,1.0,99.0
Mauritania,2024,Kentucky,1.0,99.0
Mauritania,2024,Louisiana,1.0,99.0
Mauritania,2024,Maine,1.0,99.0
Mauritania,2024,Maryland,1.0,99.0
Mauritania,2024,Massachusetts,1.0,99.0
Mauritania,2024,Michigan,1.0,99.0
Mauritania,2024,Minnesota,1.0,99.0
Mauritania,2024,Mississippi,1.0,99.0
Mauritania,2024,Missouri,1.0,99.0
Mauritania,2024,Montana,1.0,99.0
Mauritania,2024,Nebraska,1.0,99.0
Mauritania,2024,Nevada,1.0,99.0
Mauritania,2024,New Hampshire,0.0,100.0
Mauritania,2024,New Jersey,1.0,99.0
Mauritania,2024,New Mexico,0.0,100.0
Mauritania,2024,New York,1.0,99.0
Mauritania,2024,North Carolina,1.0,99.0
Mauritania,2024,North Dakota,1.0,99.0
Mauritania,2024,Ohio,1.0,99.0
Mauritania,2024,Oklahoma,0.0,100.0
Mauritania,2024,Oregon,0.0,100.0
Mauritania,2024,Pennsylvania,1.0,99.0
Mauritania,2024,Rhode Island,1.0,99.0
Mauritania,2024,South Carolina,1.0,99.0
Mauritania,2024,South Dakota,1.0,99.0
Mauritania,2024,Tennessee,1.0,99.0
Mauritania,2024,Texas,1.0,99.0
Mauritania,2024,Utah,0.0,100.0
Mauritania,2024,Vermont,0.0,100.0
Mauritania,2024,Virginia,1.0,99.0
Mauritania,2024,Washington,0.0,100.0
Mauritania,2024,West Virginia,0.0,100.0
Mauritania,2024,Wisconsin,1.0,99.0
Mauritania,2024,Wyoming,1.0,99.0
Mauritius,2024,Alabama,2.0,98.0
Mauritius,2024,Alaska,4.0,96.0
Mauritius,2024,Arizona,2.0,98.0
Mauritius,2024,Arkansas,2.0,98.0
Mauritius,2024,California,2.0,98.0
Mauritius,2024,Colorado,2.0,98.0
Mauritius,2024,Connecticut,2.0,98.0
Mauritius,2024,Delaware,2.0,98.0
Mauritius,2024,District of Columbia,5.0,95.0
Mauritius,2024,Florida,3.0,97.0
Mauritius,2024,Georgia,3.0,97.0
Mauritius,2024,Hawaii,3.0,97.0
Mauritius,2024,Idaho,2.0,98.0
Mauritius,2024,Illinois,2.0,98.0
Mauritius,2024,Indiana,2.0,98.0
Mauritius,2024,Iowa,2.0,98.0
Mauritius,2024,Kansas,2.0,98.0
Mauritius,2024,Kentucky,2.0,98.0
Mauritius,2024,Louisiana,2.0,98.0
Mauritius,2024,Maine,2.0,98.0
Mauritius,2024,Maryland,2.0,98.0
Mauritius,2024,Massachusetts,2.0,98.0
Mauritius,2024,Michigan,2.0,98.0
Mauritius,2024,Minnesota,2.0,98.0
Mauritius,2024,Mississippi,2.0,98.0
Mauritius,2024,Missouri,2.0,98.0
Mauritius,2024,Montana,2.0,98.0
Mauritius,2024,Nebraska,2.0,98.0
Mauritius,2024,Nevada,2.0,98.0
Mauritius,2024,New Hampshire,2.0,98.0
Mauritius,2024,New Jersey,2.0,98.0
Mauritius,2024,New Mexico,1.0,99.0
Mauritius,2024,New York,3.0,97.0
Mauritius,2024,North Carolina,2.0,98.0
Mauritius,2024,North Dakota,2.0,98.0
Mauritius,2024,Ohio,1.0,99.0
Mauritius,2024,Oklahoma,2.0,98.0
Mauritius,2024,Oregon,2.0,98.0
Mauritius,2024,Pennsylvania,2.0,98.0
Mauritius,2024,Rhode Island,2.0,98.0
Mauritius,2024,South Carolina,2.0,98.0
Mauritius,2024,South Dakota,2.0,98.0
Mauritius,2024,Tennessee,2.0,98.0
Mauritius,2024,Texas,3.0,97.0
Mauritius,2024,Utah,2.0,98.0
Mauritius,2024,Vermont,2.0,98.0
Mauritius,2024,Virginia,3.0,97.0
Mauritius,2024,Washington,2.0,98.0
Mauritius,2024,West Virginia,1.0,99.0
Mauritius,2024,Wisconsin,2.0,98.0
Mauritius,2024,Wyoming,2.0,98.0
Mexico,2024,Alabama,75.0,25.0
Mexico,2024,Alaska,72.0,28.000000000000004
Mexico,2024,Arizona,88.0,12.0
Mexico,2024,Arkansas,79.0,21.0
Mexico,2024,California,83.0,17.0
Mexico,2024,Colorado,83.0,17.0
Mexico,2024,Connecticut,62.0,38.0
Mexico,2024,Delaware,70.0,30.0
Mexico,2024,District of Columbia,65.0,35.0
Mexico,2024,Florida,74.0,26.0
Mexico,2024,Georgia,77.0,23.0
Mexico,2024,Hawaii,62.0,38.0
Mexico,2024,Idaho,81.0,19.0
Mexico,2024,Illinois,78.0,22.0
Mexico,2024,Indiana,70.0,30.0
Mexico,2024,Iowa,76.0,24.0
Mexico,2024,Kansas,77.0,23.0
Mexico,2024,Kentucky,72.0,28.000000000000004
Mexico,2024,Louisiana,75.0,25.0
Mexico,2024,Maine,63.0,37.0
Mexico,2024,Maryland,64.0,36.0
Mexico,2024,Massachusetts,54.0,46.0
Mexico,2024,Michigan,70.0,30.0
Mexico,2024,Minnesota,69.0,31.0
Mexico,2024,Mississippi,74.0,26.0
Mexico,2024,Missouri,75.0,25.0
Mexico,2024,Montana,71.0,28.999999999999996
Mexico,2024,Nebraska,81.0,19.0
Mexico,2024,Nevada,84.0,16.0
Mexico,2024,New Hampshire,54.0,46.0
Mexico,2024,New Jersey,67.0,33.0
Mexico,2024,New Mexico,99.0,1.0
Mexico,2024,New York,67.0,33.0
Mexico,2024,North Carolina,73.0,27.0
Mexico,2024,North Dakota,75.0,25.0
Mexico,2024,Ohio,61.0,39.0
Mexico,2024,Oklahoma,80.0,20.0
Mexico,2024,Oregon,74.0,26.0
Mexico,2024,Pennsylvania,60.0,40.0
Mexico,2024,Rhode Island,60.0,40.0
Mexico,2024,South Carolina,74.0,26.0
Mexico,2024,South Dakota,74.0,26.0
Mexico,2024,Tennessee,72.0,28.000000000000004
Mexico,2024,Texas,89.0,11.0
Mexico,2024,Utah,80.0,20.0
Mexico,2024,Vermont,52.0,48.0
Mexico,2024,Virginia,64.0,36.0
Mexico,2024,Washington,71.0,28.999999999999996
Mexico,2024,West Virginia,57.99999999999999,42.0
Mexico,2024,Wisconsin,70.0,30.0
Mexico,2024,Wyoming,82.0,18.0
Micronesia,2024,Alabama,0.0,100.0
Micronesia,2024,Alaska,2.0,98.0
Micronesia,2024,Arizona,0.0,100.0
Micronesia,2024,Arkansas,1.0,99.0
Micronesia,2024,California,0.0,100.0
Micronesia,2024,Colorado,1.0,99.0
Micronesia,2024,Connecticut,0.0,100.0
Micronesia,2024,Delaware,0.0,100.0
Micronesia,2024,District of Columbia,1.0,99.0
Micronesia,2024,Florida,0.0,100.0
Micronesia,2024,Georgia,0.0,100.0
Micronesia,2024,Hawaii,13.0,87.0
Micronesia,2024,Idaho,1.0,99.0
Micronesia,2024,Illinois,0.0,100.0
Micronesia,2024,Indiana,0.0,100.0
Micronesia,2024,Iowa,2.0,98.0
Micronesia,2024,Kansas,1.0,99.0
Micronesia,2024,Kentucky,1.0,99.0
Micronesia,2024,Louisiana,0.0,100.0
Micronesia,2024,Maine,1.0,99.0
Micronesia,2024,Maryland,0.0,100.0
Micronesia,2024,Massachusetts,0.0,100.0
Micronesia,2024,Michigan,0.0,100.0
Micronesia,2024,Minnesota,1.0,99.0
Micronesia,2024,Mississippi,0.0,100.0
Micronesia,2024,Missouri,1.0,99.0
Micronesia,2024,Montana,1.0,99.0
Micronesia,2024,Nebraska,1.0,99.0
Micronesia,2024,Nevada,1.0,99.0
Micronesia,2024,New Hampshire,0.0,100.0
Micronesia,2024,New Jersey,0.0,100.0
Micronesia,2024,New Mexico,0.0,100.0
Micronesia,2024,New York,0.0,100.0
Micronesia,2024,North Carolina,1.0,99.0
Micronesia,2024,North Dakota,2.0,98.0
Micronesia,2024,Ohio,0.0,100.0
Micronesia,2024,Oklahoma,1.0,99.0
Micronesia,2024,Oregon,1.0,99.0
Micronesia,2024,Pennsylvania,0.0,100.0
Micronesia,2024,Rhode Island,0.0,100.0
Micronesia,2024,South Carolina,1.0,99.0
Micronesia,2024,South Dakota,1.0,99.0
Micronesia,2024,Tennessee,1.0,99.0
Micronesia,2024,Texas,1.0,99.0
Micronesia,2024,Utah,1.0,99.0
Micronesia,2024,Vermont,0.0,100.0
Micronesia,2024,Virginia,0.0,100.0
Micronesia,2024,Washington,1.0,99.0
Micronesia,2024,West Virginia,0.0,100.0
Micronesia,2024,Wisconsin,0.0,100.0
Micronesia,2024,Wyoming,1.0,99.0
Moldova,2024,Alabama,2.0,98.0
Moldova,2024,Alaska,5.0,95.0
Moldova,2024,Arizona,1.0,99.0
Moldova,2024,Arkansas,1.0,99.0
Moldova,2024,California,1.0,99.0
Moldova,2024,Colorado,2.0,98.0
Moldova,2024,Connecticut,1.0,99.0
Moldova,2024,Delaware,2.0,98.0
Moldova,2024,District of Columbia,5.0,95.0
Moldova,2024,Florida,2.0,98.0
Moldova,2024,Georgia,2.0,98.0
Moldova,2024,Hawaii,1.0,99.0
Moldova,2024,Idaho,2.0,98.0
Moldova,2024,Illinois,2.0,98.0
Moldova,2024,Indiana,1.0,99.0
Moldova,2024,Iowa,2.0,98.0
Moldova,2024,Kansas,1.0,99.0
Moldova,2024,Kentucky,1.0,99.0
Moldova,2024,Louisiana,1.0,99.0
Moldova,2024,Maine,2.0,98.0
Moldova,2024,Maryland,2.0,98.0
Moldova,2024,Massachusetts,2.0,98.0
Moldova,2024,Michigan,1.0,99.0
Moldova,2024,Minnesota,2.0,98.0
Moldova,2024,Mississippi,2.0,98.0
Moldova,2024,Missouri,2.0,98.0
Moldova,2024,Montana,2.0,98.0
Moldova,2024,Nebraska,2.0,98.0
Moldova,2024,Nevada,2.0,98.0
Moldova,2024,New Hampshire,2.0,98.0
Moldova,2024,New Jersey,2.0,98.0
Moldova,2024,New Mexico,1.0,99.0
Moldova,2024,New York,2.0,98.0
Moldova,2024,North Carolina,2.0,98.0
Moldova,2024,North Dakota,3.0,97.0
Moldova,2024,Ohio,1.0,99.0
Moldova,2024,Oklahoma,2.0,98.0
Moldova,2024,Oregon,2.0,98.0
Moldova,2024,Pennsylvania,1.0,99.0
Moldova,2024,Rhode Island,2.0,98.0
Moldova,2024,South Carolina,2.0,98.0
Moldova,2024,South Dakota,3.0,97.0
Moldova,2024,Tennessee,2.0,98.0
Moldova,2024,Texas,2.0,98.0
Moldova,2024,Utah,2.0,98.0
Moldova,2024,Vermont,2.0,98.0
Moldova,2024,Virginia,2.0,98.0
Moldova,2024,Washington,2.0,98.0
Moldova,2024,West Virginia,1.0,99.0
Moldova,2024,Wisconsin,1.0,99.0
Moldova,2024,Wyoming,3.0,97.0
Monaco,2024,Alabama,17.0,83.0
Monaco,2024,Alaska,10.0,90.0
Monaco,2024,Arizona,14.000000000000002,86.0
Monaco,2024,Arkansas,12.0,88.0
Monaco,2024,California,12.0,88.0
Monaco,2024,Colorado,22.0,78.0
Monaco,2024,Connecticut,18.0,82.0
Monaco,2024,Delaware,14.000000000000002,86.0
Monaco,2024,District of Columbia,13.0,87.0
Monaco,2024,Florida,18.0,82.0
Monaco,2024,Georgia,13.0,87.0
Monaco,2024,Hawaii,9.0,91.0
Monaco,2024,Idaho,15.0,85.0
Monaco,2024,Illinois,14.000000000000002,86.0
Monaco,2024,Indiana,11.0,89.0
Monaco,2024,Iowa,10.0,90.0
Monaco,2024,Kansas,10.0,90.0
Monaco,2024,Kentucky,10.0,90.0
Monaco,2024,Louisiana,11.0,89.0
Monaco,2024,Maine,10.0,90.0
Monaco,2024,Maryland,14.000000000000002,86.0
Monaco,2024,Massachusetts,12.0,88.0
Monaco,2024,Michigan,12.0,88.0
Monaco,2024,Minnesota,10.0,90.0
Monaco,2024,Mississippi,11.0,89.0
Monaco,2024,Missouri,10.0,90.0
Monaco,2024,Montana,12.0,88.0
Monaco,2024,Nebraska,11.0,89.0
Monaco,2024,Nevada,17.0,83.0
Monaco,2024,New Hampshire,9.0,91.0
Monaco,2024,New Jersey,17.0,83.0
Monaco,2024,New Mexico,11.0,89.0
Monaco,2024,New York,15.0,85.0
Monaco,2024,North Carolina,12.0,88.0
Monaco,2024,North Dakota,10.0,90.0
Monaco,2024,Ohio,11.0,89.0
Monaco,2024,Oklahoma,9.0,91.0
Monaco,2024,Oregon,9.0,91.0
Monaco,2024,Pennsylvania,14.000000000000002,86.0
Monaco,2024,Rhode Island,12.0,88.0
Monaco,2024,South Carolina,12.0,88.0
Monaco,2024,South Dakota,10.0,90.0
Monaco,2024,Tennessee,12.0,88.0
Monaco,2024,Texas,15.0,85.0
Monaco,2024,Utah,12.0,88.0
Monaco,2024,Vermont,8.0,92.0
Monaco,2024,Virginia,12.0,88.0
Monaco,2024,Washington,9.0,91.0
Monaco,2024,West Virginia,9.0,91.0
Monaco,2024,Wisconsin,10.0,90.0
Monaco,2024,Wyoming,13.0,87.0
Mongolia,2024,Alabama,3.0,97.0
Mongolia,2024,Alaska,7.000000000000001,93.0
Mongolia,2024,Arizona,3.0,97.0
Mongolia,2024,Arkansas,3.0,97.0
Mongolia,2024,California,3.0,97.0
Mongolia,2024,Colorado,4.0,96.0
Mongolia,2024,Connecticut,2.0,98.0
Mongolia,2024,Delaware,3.0,97.0
Mongolia,2024,District of Columbia,5.0,95.0
Mongolia,2024,Florida,3.0,97.0
Mongolia,2024,Georgia,3.0,97.0
Mongolia,2024,Hawaii,6.0,94.0
Mongolia,2024,Idaho,5.0,95.0
Mongolia,2024,Illinois,3.0,97.0
Mongolia,2024,Indiana,3.0,97.0
Mongolia,2024,Iowa,3.0,97.0
Mongolia,2024,Kansas,3.0,97.0
Mongolia,2024,Kentucky,3.0,97.0
Mongolia,2024,Louisiana,3.0,97.0
Mongolia,2024,Maine,3.0,97.0
Mongolia,2024,Maryland,3.0,97.0
Mongolia,2024,Massachusetts,2.0,98.0
Mongolia,2024,Michigan,2.0,98.0
Mongolia,2024,Minnesota,3.0,97.0
Mongolia,2024,Mississippi,3.0,97.0
Mongolia,2024,Missouri,3.0,97.0
Mongolia,2024,Montana,5.0,95.0
Mongolia,2024,Nebraska,4.0,96.0
Mongolia,2024,Nevada,3.0,97.0
Mongolia,2024,New Hampshire,3.0,97.0
Mongolia,2024,New Jersey,2.0,98.0
Mongolia,2024,New Mexico,3.0,97.0
Mongolia,2024,New York,3.0,97.0
Mongolia,2024,North Carolina,3.0,97.0
Mongolia,2024,North Dakota,4.0,96.0
Mongolia,2024,Ohio,2.0,98.0
Mongolia,2024,Oklahoma,3.0,97.0
Mongolia,2024,Oregon,3.0,97.0
Mongolia,2024,Pennsylvania,2.0,98.0
Mongolia,2024,Rhode Island,2.0,98.0
Mongolia,2024,South Carolina,3.0,97.0
Mongolia,2024,South Dakota,4.0,96.0
Mongolia,2024,Tennessee,3.0,97.0
Mongolia,2024,Texas,4.0,96.0
Mongolia,2024,Utah,5.0,95.0
Mongolia,2024,Vermont,3.0,97.0
Mongolia,2024,Virginia,4.0,96.0
Mongolia,2024,Washington,3.0,97.0
Mongolia,2024,West Virginia,4.0,96.0
Mongolia,2024,Wisconsin,3.0,97.0
Mongolia,2024,Wyoming,6.0,94.0
Montenegro,2024,Alabama,2.0,98.0
Montenegro,2024,Alaska,5.0,95.0
Montenegro,2024,Arizona,4.0,96.0
Montenegro,2024,Arkansas,3.0,97.0
Montenegro,2024,California,4.0,96.0
Montenegro,2024,Colorado,4.0,96.0
Montenegro,2024,Connecticut,4.0,96.0
Montenegro,2024,Delaware,3.0,97.0
Montenegro,2024,District of Columbia,5.0,95.0
Montenegro,2024,Florida,4.0,96.0
Montenegro,2024,Georgia,3.0,97.0
Montenegro,2024,Hawaii,3.0,97.0
Montenegro,2024,Idaho,4.0,96.0
Montenegro,2024,Illinois,4.0,96.0
Montenegro,2024,Indiana,2.0,98.0
Montenegro,2024,Iowa,2.0,98.0
Montenegro,2024,Kansas,3.0,97.0
Montenegro,2024,Kentucky,2.0,98.0
Montenegro,2024,Louisiana,3.0,97.0
Montenegro,2024,Maine,4.0,96.0
Montenegro,2024,Maryland,3.0,97.0
Montenegro,2024,Massachusetts,3.0,97.0
Montenegro,2024,Michigan,3.0,97.0
